instance,acacia_result,acacia_seconds,acacia_exit,ltlsynt_result,ltlsynt_seconds,ltlsynt_exit,ltlsynt_comparison
ltl2dba_R_pb_10_pe_.tlsf,TIMEOUT,17.049,124,TIMEOUT,17.182,124,
ltl2dba_R_pb_11_pe_.tlsf,TIMEOUT,17.083,124,TIMEOUT,17.182,124,
ltl2dba_R_pb_12_pe_.tlsf,TIMEOUT,17.038,124,TIMEOUT,17.033,124,
ltl2dba_R_pb_14_pe_.tlsf,TIMEOUT,17.033,124,TIMEOUT,17.025,124,
ltl2dba_R_pb_16_pe_.tlsf,TIMEOUT,17.035,124,TIMEOUT,17.025,124,
ltl2dba_R_pb_1_pe_.tlsf,REALIZABLE,0.015,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_R_pb_2_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
ltl2dba_R_pb_3_pe_.tlsf,UNREALIZABLE,0.012,1,UNREALIZABLE,0.011,1,LTLSYNT_FASTER
ltl2dba_R_pb_4_pe_.tlsf,UNREALIZABLE,0.02,1,UNREALIZABLE,0.115,1,
ltl2dba_R_pb_5_pe_.tlsf,UNREALIZABLE,0.081,1,UNREALIZABLE,7.562,1,
ltl2dba_R_pb_6_pe_.tlsf,UNREALIZABLE,0.615,1,TIMEOUT,17.129,124,
ltl2dba_R_pb_7_pe_.tlsf,UNREALIZABLE,6.117,1,TIMEOUT,17.182,124,
ltl2dba_R_pb_8_pe_.tlsf,TIMEOUT,17.021,124,TIMEOUT,17.182,124,
ltl2dba_U1_pb_100_pe_.tlsf,REALIZABLE,0.019,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
ltl2dba_U1_pb_10_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_U1_pb_12_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_U1_pb_15_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_U1_pb_18_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_U1_pb_1_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,
ltl2dba_U1_pb_25_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,
ltl2dba_U1_pb_2_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.007,0,LTLSYNT_FASTER
ltl2dba_U1_pb_3_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
ltl2dba_U1_pb_4_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_U1_pb_50_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_U1_pb_5_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.015,0,
ltl2dba_U1_pb_6_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_U1_pb_7_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_U1_pb_8_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.007,0,LTLSYNT_FASTER
ltl2dba_U1_pb_9_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_100_pe_.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_10_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_12_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_14_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_16_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_17_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_18_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_1_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_20_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,
ltl2dba_alpha_pb_25_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_2_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_3_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_4_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,
ltl2dba_alpha_pb_50_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_5_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_alpha_pb_6_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.015,0,
ltl2dba_alpha_pb_7_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.014,0,
ltl2dba_alpha_pb_8_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.02,0,
ltl2dba_beta_pb_100_pe_.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.015,0,
ltl2dba_beta_pb_10_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_beta_pb_15_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_beta_pb_18_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_beta_pb_1_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_beta_pb_20_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.007,0,LTLSYNT_FASTER
ltl2dba_beta_pb_25_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_beta_pb_2_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.007,0,LTLSYNT_FASTER
ltl2dba_beta_pb_30_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_beta_pb_3_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_beta_pb_4_pe_.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,
ltl2dba_beta_pb_5_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_beta_pb_6_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_beta_pb_7_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_beta_pb_8_pe_.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dba_theta_pb_100_pe_.tlsf,TIMEOUT,17.05,124,TIMEOUT,17.082,124,
ltl2dba_theta_pb_10_pe_.tlsf,UNREALIZABLE,0.635,1,UNREALIZABLE,0.035,1,LTLSYNT_FASTER
ltl2dba_theta_pb_12_pe_.tlsf,UNREALIZABLE,3.419,1,UNREALIZABLE,0.097,1,LTLSYNT_FASTER
ltl2dba_theta_pb_14_pe_.tlsf,TIMEOUT,17.082,124,UNREALIZABLE,0.411,1,SOLVED_ONLY_BY_LTLSYNT
ltl2dba_theta_pb_16_pe_.tlsf,TIMEOUT,17.071,124,UNREALIZABLE,2.205,1,SOLVED_ONLY_BY_LTLSYNT
ltl2dba_theta_pb_1_pe_.tlsf,UNREALIZABLE,0.019,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
ltl2dba_theta_pb_25_pe_.tlsf,TIMEOUT,17.068,124,TIMEOUT,17.082,124,
ltl2dba_theta_pb_2_pe_.tlsf,UNREALIZABLE,0.018,1,UNREALIZABLE,0.02,1,
ltl2dba_theta_pb_300_pe_.tlsf,TIMEOUT,17.083,124,TIMEOUT,17.082,124,
ltl2dba_theta_pb_3_pe_.tlsf,UNREALIZABLE,0.023,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
ltl2dba_theta_pb_4_pe_.tlsf,UNREALIZABLE,0.015,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
ltl2dba_theta_pb_500_pe_.tlsf,TIMEOUT,17.082,124,TIMEOUT,17.082,124,
ltl2dba_theta_pb_50_pe_.tlsf,TIMEOUT,17.083,124,TIMEOUT,17.074,124,
ltl2dba_theta_pb_5_pe_.tlsf,UNREALIZABLE,0.029,1,UNREALIZABLE,0.02,1,LTLSYNT_FASTER
ltl2dba_theta_pb_6_pe_.tlsf,UNREALIZABLE,0.037,1,UNREALIZABLE,0.016,1,LTLSYNT_FASTER
ltl2dba_theta_pb_7_pe_.tlsf,UNREALIZABLE,0.064,1,UNREALIZABLE,0.018,1,LTLSYNT_FASTER
ltl2dba_theta_pb_8_pe_.tlsf,UNREALIZABLE,0.124,1,UNREALIZABLE,0.021,1,LTLSYNT_FASTER
ltl2dpa01.tlsf,REALIZABLE,0.018,0,REALIZABLE,0.018,0,
ltl2dpa02.tlsf,REALIZABLE,0.016,0,REALIZABLE,0.013,0,LTLSYNT_FASTER
ltl2dpa03.tlsf,REALIZABLE,0.016,0,REALIZABLE,0.022,0,
ltl2dpa04.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dpa05.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dpa06.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dpa07.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.007,0,LTLSYNT_FASTER
ltl2dpa08.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dpa09.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dpa10.tlsf,REALIZABLE,0.014,0,REALIZABLE,0.01,0,LTLSYNT_FASTER
ltl2dpa11.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dpa12.tlsf,REALIZABLE,0.012,0,REALIZABLE,0.012,0,
ltl2dpa13.tlsf,REALIZABLE,0.661,0,REALIZABLE,0.023,0,LTLSYNT_FASTER
ltl2dpa14.tlsf,REALIZABLE,0.019,0,REALIZABLE,0.01,0,LTLSYNT_FASTER
ltl2dpa15.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dpa16.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dpa17.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,LTLSYNT_FASTER
ltl2dpa18.tlsf,REALIZABLE,0.011,0,REALIZABLE,0.018,0,
ltl2dpa19.tlsf,REALIZABLE,0.729,0,REALIZABLE,0.022,0,LTLSYNT_FASTER
ltl2dpa20.tlsf,REALIZABLE,0.019,0,REALIZABLE,0.01,0,LTLSYNT_FASTER
ltl2dpa22.tlsf,REALIZABLE,0.09,0,REALIZABLE,0.026,0,LTLSYNT_FASTER
ltl2dpa23.tlsf,REALIZABLE,0.018,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
ltl2dpa24.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
mux_pb_100_pe_.tlsf,REALIZABLE,0.013,0,REALIZABLE,0.022,0,
mux_pb_10_pe_.tlsf,REALIZABLE,0.015,0,REALIZABLE,0.016,0,
mux_pb_125_pe_.tlsf,REALIZABLE,0.014,0,REALIZABLE,0.018,0,
mux_pb_12_pe_.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
mux_pb_132_pe_.tlsf,REALIZABLE,0.015,0,REALIZABLE,0.021,0,
mux_pb_150_pe_.tlsf,REALIZABLE,0.025,0,REALIZABLE,0.02,0,LTLSYNT_FASTER
mux_pb_16_pe_.tlsf,REALIZABLE,0.01,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
mux_pb_175_pe_.tlsf,REALIZABLE,0.018,0,REALIZABLE,0.022,0,
mux_pb_200_pe_.tlsf,REALIZABLE,0.019,0,REALIZABLE,0.019,0,
mux_pb_32_pe_.tlsf,REALIZABLE,0.023,0,REALIZABLE,0.014,0,LTLSYNT_FASTER
mux_pb_64_pe_.tlsf,REALIZABLE,0.011,0,REALIZABLE,0.02,0,
mux_pb_8_pe_.tlsf,REALIZABLE,0.019,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
narylatch_pb_10_pe_.tlsf,REALIZABLE,0.019,0,REALIZABLE,0.022,0,
narylatch_pb_11_pe_.tlsf,REALIZABLE,0.02,0,REALIZABLE,0.019,0,LTLSYNT_FASTER
narylatch_pb_12_pe_.tlsf,REALIZABLE,0.013,0,REALIZABLE,0.019,0,
narylatch_pb_16_pe_.tlsf,REALIZABLE,0.015,0,REALIZABLE,0.01,0,LTLSYNT_FASTER
narylatch_pb_32_pe_.tlsf,REALIZABLE,0.018,0,REALIZABLE,0.02,0,
narylatch_pb_64_pe_.tlsf,REALIZABLE,0.036,0,REALIZABLE,0.021,0,LTLSYNT_FASTER
narylatch_pb_8_pe_.tlsf,REALIZABLE,0.019,0,REALIZABLE,0.011,0,LTLSYNT_FASTER
ordered-visits-choice-real.tlsf,UNKNOWN,7.185,2,REALIZABLE,0.027,0,SOLVED_ONLY_BY_LTLSYNT
ordered-visits-real.tlsf,REALIZABLE,0.034,0,REALIZABLE,0.027,0,LTLSYNT_FASTER
package-delivery-real.tlsf,TIMEOUT,17.033,124,ERROR,0.645,-6,
patrolling-alarm0.tlsf,UNREALIZABLE,0.03,1,UNREALIZABLE,0.021,1,LTLSYNT_FASTER
patrolling-alarm1.tlsf,UNREALIZABLE,0.037,1,UNREALIZABLE,0.028,1,LTLSYNT_FASTER
patrolling-alarm10.tlsf,UNREALIZABLE,0.687,1,UNREALIZABLE,0.027,1,LTLSYNT_FASTER
patrolling-alarm11.tlsf,UNREALIZABLE,1.046,1,UNREALIZABLE,0.032,1,LTLSYNT_FASTER
patrolling-alarm12.tlsf,UNREALIZABLE,1.29,1,UNREALIZABLE,0.035,1,LTLSYNT_FASTER
patrolling-alarm13.tlsf,UNREALIZABLE,1.461,1,UNREALIZABLE,0.032,1,LTLSYNT_FASTER
patrolling-alarm14.tlsf,UNREALIZABLE,2.078,1,UNREALIZABLE,0.035,1,LTLSYNT_FASTER
patrolling-alarm15.tlsf,UNREALIZABLE,4.089,1,UNREALIZABLE,0.034,1,LTLSYNT_FASTER
patrolling-alarm16.tlsf,UNREALIZABLE,4.413,1,UNREALIZABLE,0.041,1,LTLSYNT_FASTER
patrolling-alarm17.tlsf,UNREALIZABLE,5.649,1,UNREALIZABLE,0.037,1,LTLSYNT_FASTER
patrolling-alarm18.tlsf,UNREALIZABLE,6.967,1,UNREALIZABLE,0.038,1,LTLSYNT_FASTER
patrolling-alarm19.tlsf,UNREALIZABLE,7.738,1,UNREALIZABLE,0.036,1,LTLSYNT_FASTER
patrolling-alarm2.tlsf,UNREALIZABLE,0.046,1,UNREALIZABLE,0.027,1,LTLSYNT_FASTER
patrolling-alarm20.tlsf,UNREALIZABLE,10.498,1,UNREALIZABLE,0.038,1,LTLSYNT_FASTER
patrolling-alarm21.tlsf,UNREALIZABLE,12.304,1,UNREALIZABLE,0.04,1,LTLSYNT_FASTER
patrolling-alarm22.tlsf,UNREALIZABLE,13.182,1,UNREALIZABLE,0.047,1,LTLSYNT_FASTER
patrolling-alarm23.tlsf,UNREALIZABLE,16.781,1,UNREALIZABLE,0.04,1,LTLSYNT_FASTER
patrolling-alarm24.tlsf,TIMEOUT,17.049,124,UNREALIZABLE,0.041,1,SOLVED_ONLY_BY_LTLSYNT
patrolling-alarm25.tlsf,TIMEOUT,17.033,124,UNREALIZABLE,0.042,1,SOLVED_ONLY_BY_LTLSYNT
patrolling-alarm26.tlsf,TIMEOUT,17.048,124,UNREALIZABLE,0.044,1,SOLVED_ONLY_BY_LTLSYNT
patrolling-alarm3.tlsf,UNREALIZABLE,0.074,1,UNREALIZABLE,0.029,1,LTLSYNT_FASTER
patrolling-alarm4.tlsf,UNREALIZABLE,0.089,1,UNREALIZABLE,0.024,1,LTLSYNT_FASTER
patrolling-alarm5.tlsf,UNREALIZABLE,0.125,1,UNREALIZABLE,0.026,1,LTLSYNT_FASTER
patrolling-alarm6.tlsf,UNREALIZABLE,0.156,1,UNREALIZABLE,0.028,1,LTLSYNT_FASTER
patrolling-alarm7.tlsf,UNREALIZABLE,0.322,1,UNREALIZABLE,0.027,1,LTLSYNT_FASTER
patrolling-alarm8.tlsf,UNREALIZABLE,0.425,1,UNREALIZABLE,0.031,1,LTLSYNT_FASTER
patrolling-alarm9.tlsf,UNREALIZABLE,0.573,1,UNREALIZABLE,0.026,1,LTLSYNT_FASTER
patrolling0.tlsf,UNREALIZABLE,0.028,1,UNREALIZABLE,0.028,1,
patrolling1.tlsf,UNREALIZABLE,0.038,1,UNREALIZABLE,0.021,1,LTLSYNT_FASTER
patrolling10.tlsf,UNREALIZABLE,0.645,1,UNREALIZABLE,0.027,1,LTLSYNT_FASTER
patrolling11.tlsf,UNREALIZABLE,0.934,1,UNREALIZABLE,0.026,1,LTLSYNT_FASTER
patrolling12.tlsf,UNREALIZABLE,1.308,1,UNREALIZABLE,0.034,1,LTLSYNT_FASTER
patrolling13.tlsf,UNREALIZABLE,1.378,1,UNREALIZABLE,0.034,1,LTLSYNT_FASTER
patrolling14.tlsf,UNREALIZABLE,1.829,1,UNREALIZABLE,0.03,1,LTLSYNT_FASTER
patrolling15.tlsf,UNREALIZABLE,3.091,1,UNREALIZABLE,0.049,1,LTLSYNT_FASTER
patrolling16.tlsf,UNREALIZABLE,3.811,1,UNREALIZABLE,0.046,1,LTLSYNT_FASTER
patrolling17.tlsf,UNREALIZABLE,5.031,1,UNREALIZABLE,0.049,1,LTLSYNT_FASTER
patrolling18.tlsf,UNREALIZABLE,6.0,1,UNREALIZABLE,0.053,1,LTLSYNT_FASTER
patrolling19.tlsf,UNREALIZABLE,7.236,1,UNREALIZABLE,0.06,1,LTLSYNT_FASTER
patrolling2.tlsf,UNREALIZABLE,0.045,1,UNREALIZABLE,0.023,1,LTLSYNT_FASTER
patrolling20.tlsf,UNREALIZABLE,8.849,1,UNREALIZABLE,0.048,1,LTLSYNT_FASTER
patrolling21.tlsf,UNREALIZABLE,11.586,1,UNREALIZABLE,0.05,1,LTLSYNT_FASTER
patrolling22.tlsf,UNREALIZABLE,13.359,1,UNREALIZABLE,0.052,1,LTLSYNT_FASTER
patrolling23.tlsf,UNREALIZABLE,15.479,1,UNREALIZABLE,0.053,1,LTLSYNT_FASTER
patrolling24.tlsf,TIMEOUT,17.032,124,UNREALIZABLE,0.055,1,SOLVED_ONLY_BY_LTLSYNT
patrolling25.tlsf,TIMEOUT,17.05,124,UNREALIZABLE,0.057,1,SOLVED_ONLY_BY_LTLSYNT
patrolling3.tlsf,UNREALIZABLE,0.073,1,UNREALIZABLE,0.034,1,LTLSYNT_FASTER
patrolling4.tlsf,UNREALIZABLE,0.084,1,UNREALIZABLE,0.034,1,LTLSYNT_FASTER
patrolling5.tlsf,UNREALIZABLE,0.114,1,UNREALIZABLE,0.031,1,LTLSYNT_FASTER
patrolling6.tlsf,UNREALIZABLE,0.159,1,UNREALIZABLE,0.03,1,LTLSYNT_FASTER
patrolling7.tlsf,UNREALIZABLE,0.266,1,UNREALIZABLE,0.027,1,LTLSYNT_FASTER
patrolling8.tlsf,UNREALIZABLE,0.413,1,UNREALIZABLE,0.027,1,LTLSYNT_FASTER
patrolling9.tlsf,UNREALIZABLE,0.553,1,UNREALIZABLE,0.03,1,LTLSYNT_FASTER
precise-reachability-real.tlsf,REALIZABLE,0.154,0,REALIZABLE,0.021,0,LTLSYNT_FASTER
precise-reachability0.tlsf,UNREALIZABLE,0.026,1,UNREALIZABLE,0.013,1,LTLSYNT_FASTER
prioritized_arbiter_enc_pb_10_pe_.tlsf,TIMEOUT,17.033,124,REALIZABLE,6.921,0,SOLVED_ONLY_BY_LTLSYNT
prioritized_arbiter_enc_pb_12_pe_.tlsf,TIMEOUT,17.034,124,TIMEOUT,17.082,124,
prioritized_arbiter_enc_pb_13_pe_.tlsf,TIMEOUT,17.05,124,TIMEOUT,17.082,124,
prioritized_arbiter_enc_pb_14_pe_.tlsf,TIMEOUT,17.05,124,TIMEOUT,17.082,124,
prioritized_arbiter_enc_pb_15_pe_.tlsf,TIMEOUT,17.05,124,TIMEOUT,17.131,124,
prioritized_arbiter_enc_pb_8_pe_.tlsf,TIMEOUT,17.082,124,REALIZABLE,0.536,0,SOLVED_ONLY_BY_LTLSYNT
prioritized_arbiter_pb_10_pe_.tlsf,TIMEOUT,17.025,124,REALIZABLE,0.024,0,SOLVED_ONLY_BY_LTLSYNT
prioritized_arbiter_pb_12_pe_.tlsf,TIMEOUT,17.033,124,REALIZABLE,0.027,0,SOLVED_ONLY_BY_LTLSYNT
prioritized_arbiter_pb_1_pe_.tlsf,REALIZABLE,0.024,0,REALIZABLE,0.01,0,LTLSYNT_FASTER
prioritized_arbiter_pb_2_pe_.tlsf,REALIZABLE,0.011,0,REALIZABLE,0.01,0,LTLSYNT_FASTER
prioritized_arbiter_pb_3_pe_.tlsf,REALIZABLE,0.011,0,REALIZABLE,0.016,0,
prioritized_arbiter_pb_4_pe_.tlsf,REALIZABLE,0.011,0,REALIZABLE,0.01,0,LTLSYNT_FASTER
prioritized_arbiter_pb_5_pe_.tlsf,REALIZABLE,0.018,0,REALIZABLE,0.009,0,LTLSYNT_FASTER
prioritized_arbiter_pb_6_pe_.tlsf,REALIZABLE,1.088,0,REALIZABLE,0.016,0,LTLSYNT_FASTER
prioritized_arbiter_pb_7_pe_.tlsf,TIMEOUT,17.025,124,REALIZABLE,0.017,0,SOLVED_ONLY_BY_LTLSYNT
prioritized_arbiter_pb_8_pe_.tlsf,TIMEOUT,17.025,124,REALIZABLE,0.02,0,SOLVED_ONLY_BY_LTLSYNT
prioritized_arbiter_pb_9_pe_.tlsf,TIMEOUT,17.025,124,REALIZABLE,0.015,0,SOLVED_ONLY_BY_LTLSYNT
prioritized_arbiter_unreal1_pb_2_10_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_2_11_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_2_12_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_2_13_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_2_14_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
prioritized_arbiter_unreal1_pb_2_15_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_2_16_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_2_1_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.008,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_2_2_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.015,1,
prioritized_arbiter_unreal1_pb_2_3_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_2_4_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_2_5_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_2_6_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_2_7_pe_.tlsf,UNREALIZABLE,0.009,1,UNREALIZABLE,0.008,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_2_8_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_2_9_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_3_10_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_3_11_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_3_12_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
prioritized_arbiter_unreal1_pb_3_13_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_3_14_pe_.tlsf,UNREALIZABLE,0.011,1,UNREALIZABLE,0.019,1,
prioritized_arbiter_unreal1_pb_3_15_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_3_16_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.01,1,
prioritized_arbiter_unreal1_pb_3_1_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_3_2_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.019,1,
prioritized_arbiter_unreal1_pb_3_3_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_3_4_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_3_5_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_3_6_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.009,1,LTLSYNT_FASTER
prioritized_arbiter_unreal1_pb_3_7_pe_.tlsf,UNREALIZABLE,0.01,1,UNREALIZABLE,0.014,1,
prioritized_arbiter_unreal1_pb_3_8_pe_.tlsf,UNREALIZABLE,0.014,1,UNREALIZABLE,0.01,1,LTLSYNT_FASTER
