id	admitted_17	elapsed_17_s	reason_17	admitted_60	elapsed_60_s	reason_60
ltl2dba_Q_pb_100_pe_.ltl	no	0.064424	unsupported_or_failed	no	0.066983	unsupported_or_failed
ltl2dba_Q_pb_10_pe_.ltl	no	0.895101	budget_exhausted	no	1.040177	budget_exhausted
ltl2dba_Q_pb_12_pe_.ltl	no	0.854964	budget_exhausted	no	1.003787	budget_exhausted
ltl2dba_Q_pb_15_pe_.ltl	no	0.854312	budget_exhausted	no	1.004653	budget_exhausted
ltl2dba_Q_pb_18_pe_.ltl	no	0.855896	budget_exhausted	no	1.008220	budget_exhausted
ltl2dba_Q_pb_1_pe_.ltl	no	0.067313	unsupported_or_failed	no	0.064566	unsupported_or_failed
ltl2dba_Q_pb_25_pe_.ltl	no	0.855065	budget_exhausted	no	1.006673	budget_exhausted
ltl2dba_Q_pb_2_pe_.ltl	no	0.065683	unsupported_or_failed	no	0.063175	unsupported_or_failed
ltl2dba_Q_pb_3_pe_.ltl	no	0.076185	unsupported_or_failed	no	0.072280	unsupported_or_failed
ltl2dba_Q_pb_4_pe_.ltl	no	0.116026	unsupported_or_failed	no	0.123582	unsupported_or_failed
ltl2dba_Q_pb_50_pe_.ltl	no	0.065201	unsupported_or_failed	no	0.066569	unsupported_or_failed
ltl2dba_Q_pb_5_pe_.ltl	no	0.601655	unsupported_or_failed	no	0.577755	unsupported_or_failed
ltl2dba_Q_pb_6_pe_.ltl	no	0.859893	budget_exhausted	no	1.009634	budget_exhausted
ltl2dba_Q_pb_7_pe_.ltl	no	0.856763	budget_exhausted	no	1.006979	budget_exhausted
ltl2dba_Q_pb_8_pe_.ltl	no	0.864615	budget_exhausted	no	1.010285	budget_exhausted
ltl2dba_R_pb_10_pe_.ltl	no	0.853722	budget_exhausted	no	1.003245	budget_exhausted
ltl2dba_R_pb_11_pe_.ltl	no	0.854117	budget_exhausted	no	1.003437	budget_exhausted
ltl2dba_R_pb_12_pe_.ltl	no	0.853364	budget_exhausted	no	1.003549	budget_exhausted
ltl2dba_R_pb_14_pe_.ltl	no	0.853425	budget_exhausted	no	1.003796	budget_exhausted
ltl2dba_R_pb_1_pe_.ltl	no	0.062889	unsupported_or_failed	no	0.064088	unsupported_or_failed
ltl2dba_R_pb_2_pe_.ltl	no	0.079110	unsupported_or_failed	no	0.072588	unsupported_or_failed
ltl2dba_R_pb_3_pe_.ltl	no	0.706559	unsupported_or_failed	no	0.718107	unsupported_or_failed
ltl2dba_R_pb_4_pe_.ltl	no	0.859963	budget_exhausted	no	1.010956	budget_exhausted
ltl2dba_R_pb_5_pe_.ltl	no	0.853904	budget_exhausted	no	1.004088	budget_exhausted
ltl2dba_R_pb_6_pe_.ltl	no	0.853352	budget_exhausted	no	1.003487	budget_exhausted
ltl2dba_R_pb_7_pe_.ltl	no	0.854299	budget_exhausted	no	1.003657	budget_exhausted
ltl2dba_R_pb_8_pe_.ltl	no	0.853863	budget_exhausted	no	1.003561	budget_exhausted
ltl2dba_U1_pb_100_pe_.ltl	no	0.062849	unsupported_or_failed	no	0.067945	unsupported_or_failed
ltl2dba_U1_pb_10_pe_.ltl	no	0.854877	budget_exhausted	no	1.011484	budget_exhausted
ltl2dba_U1_pb_12_pe_.ltl	no	0.853565	budget_exhausted	no	1.003717	budget_exhausted
ltl2dba_U1_pb_15_pe_.ltl	no	0.853504	budget_exhausted	no	1.003375	budget_exhausted
ltl2dba_U1_pb_18_pe_.ltl	no	0.853536	budget_exhausted	no	1.003555	budget_exhausted
ltl2dba_U1_pb_1_pe_.ltl	no	0.063425	unsupported_or_failed	no	0.063491	unsupported_or_failed
ltl2dba_U1_pb_25_pe_.ltl	no	0.854978	budget_exhausted	no	1.003869	budget_exhausted
ltl2dba_U1_pb_2_pe_.ltl	no	0.063845	unsupported_or_failed	no	0.066692	unsupported_or_failed
ltl2dba_U1_pb_3_pe_.ltl	no	0.065360	unsupported_or_failed	no	0.064956	unsupported_or_failed
ltl2dba_U1_pb_4_pe_.ltl	no	0.072762	unsupported_or_failed	no	0.075445	unsupported_or_failed
ltl2dba_U1_pb_50_pe_.ltl	no	0.854460	budget_exhausted	no	1.004858	budget_exhausted
ltl2dba_U1_pb_5_pe_.ltl	no	0.116993	unsupported_or_failed	no	0.118891	unsupported_or_failed
ltl2dba_U1_pb_6_pe_.ltl	no	0.437821	unsupported_or_failed	no	0.417356	unsupported_or_failed
ltl2dba_U1_pb_7_pe_.ltl	no	0.857811	budget_exhausted	no	1.009469	budget_exhausted
ltl2dba_U1_pb_8_pe_.ltl	no	0.858262	budget_exhausted	no	1.006307	budget_exhausted
ltl2dba_U1_pb_9_pe_.ltl	no	0.855852	budget_exhausted	no	1.008305	budget_exhausted
ltl2dba_alpha_pb_100_pe_.ltl	no	0.854619	budget_exhausted	no	1.005355	budget_exhausted
ltl2dba_alpha_pb_10_pe_.ltl	no	0.855177	budget_exhausted	no	1.006361	budget_exhausted
ltl2dba_alpha_pb_12_pe_.ltl	no	0.854608	budget_exhausted	no	1.005019	budget_exhausted
ltl2dba_alpha_pb_14_pe_.ltl	no	0.854876	budget_exhausted	no	1.007207	budget_exhausted
ltl2dba_alpha_pb_16_pe_.ltl	no	0.854423	budget_exhausted	no	1.005524	budget_exhausted
ltl2dba_alpha_pb_17_pe_.ltl	no	0.854764	budget_exhausted	no	1.005171	budget_exhausted
ltl2dba_alpha_pb_18_pe_.ltl	no	0.855933	budget_exhausted	no	1.005046	budget_exhausted
ltl2dba_alpha_pb_1_pe_.ltl	no	0.065747	unsupported_or_failed	no	0.068987	unsupported_or_failed
ltl2dba_alpha_pb_20_pe_.ltl	no	0.855282	budget_exhausted	no	1.005576	budget_exhausted
ltl2dba_alpha_pb_25_pe_.ltl	no	0.855066	budget_exhausted	no	1.005129	budget_exhausted
ltl2dba_alpha_pb_2_pe_.ltl	no	0.063912	unsupported_or_failed	no	0.067836	unsupported_or_failed
ltl2dba_alpha_pb_3_pe_.ltl	no	0.070995	unsupported_or_failed	no	0.067907	unsupported_or_failed
ltl2dba_alpha_pb_4_pe_.ltl	no	0.073948	unsupported_or_failed	no	0.073246	unsupported_or_failed
ltl2dba_alpha_pb_50_pe_.ltl	no	0.854834	budget_exhausted	no	1.005619	budget_exhausted
ltl2dba_alpha_pb_5_pe_.ltl	no	0.089424	unsupported_or_failed	no	0.084137	unsupported_or_failed
ltl2dba_alpha_pb_6_pe_.ltl	no	0.121417	unsupported_or_failed	no	0.125977	unsupported_or_failed
ltl2dba_alpha_pb_7_pe_.ltl	no	0.247763	unsupported_or_failed	no	0.247098	unsupported_or_failed
ltl2dba_alpha_pb_8_pe_.ltl	no	0.662813	unsupported_or_failed	no	0.644478	unsupported_or_failed
ltl2dba_beta_pb_100_pe_.ltl	no	0.069883	unsupported_or_failed	no	0.065238	unsupported_or_failed
ltl2dba_beta_pb_10_pe_.ltl	no	0.853837	budget_exhausted	no	1.004269	budget_exhausted
ltl2dba_beta_pb_15_pe_.ltl	no	0.855602	budget_exhausted	no	1.005332	budget_exhausted
ltl2dba_beta_pb_18_pe_.ltl	no	0.856373	budget_exhausted	no	1.007507	budget_exhausted
ltl2dba_beta_pb_1_pe_.ltl	no	0.065306	unsupported_or_failed	no	0.065841	unsupported_or_failed
ltl2dba_beta_pb_20_pe_.ltl	no	0.855653	budget_exhausted	no	1.007943	budget_exhausted
ltl2dba_beta_pb_25_pe_.ltl	no	0.858085	budget_exhausted	no	1.012614	budget_exhausted
ltl2dba_beta_pb_2_pe_.ltl	no	0.105930	unsupported_or_failed	no	0.117011	unsupported_or_failed
ltl2dba_beta_pb_30_pe_.ltl	no	0.857215	budget_exhausted	no	1.007774	budget_exhausted
ltl2dba_beta_pb_3_pe_.ltl	no	0.747689	unsupported_or_failed	no	0.738138	unsupported_or_failed
ltl2dba_beta_pb_4_pe_.ltl	no	0.860759	budget_exhausted	no	1.012361	budget_exhausted
ltl2dba_beta_pb_5_pe_.ltl	no	0.855574	budget_exhausted	no	1.005749	budget_exhausted
ltl2dba_beta_pb_6_pe_.ltl	no	0.853626	budget_exhausted	no	1.004825	budget_exhausted
ltl2dba_beta_pb_7_pe_.ltl	no	0.853601	budget_exhausted	no	1.003387	budget_exhausted
ltl2dba_beta_pb_8_pe_.ltl	no	0.853333	budget_exhausted	no	1.004579	budget_exhausted
ltl2dba_theta_pb_100_pe_.ltl	no	0.063571	unsupported_or_failed	no	0.063653	unsupported_or_failed
ltl2dba_theta_pb_10_pe_.ltl	no	0.853146	budget_exhausted	no	1.003706	budget_exhausted
ltl2dba_theta_pb_12_pe_.ltl	no	0.856090	budget_exhausted	no	1.004177	budget_exhausted
ltl2dba_theta_pb_14_pe_.ltl	no	0.854938	budget_exhausted	no	1.005978	budget_exhausted
ltl2dba_theta_pb_16_pe_.ltl	no	0.856515	budget_exhausted	no	1.011292	budget_exhausted
ltl2dba_theta_pb_1_pe_.ltl	no	0.069696	unsupported_or_failed	no	0.065121	unsupported_or_failed
ltl2dba_theta_pb_25_pe_.ltl	no	0.855270	budget_exhausted	no	1.006747	budget_exhausted
ltl2dba_theta_pb_2_pe_.ltl	no	0.084948	unsupported_or_failed	no	0.084310	unsupported_or_failed
ltl2dba_theta_pb_300_pe_.ltl	no	0.072332	unsupported_or_failed	no	0.070037	unsupported_or_failed
ltl2dba_theta_pb_3_pe_.ltl	no	0.185981	unsupported_or_failed	no	0.180477	unsupported_or_failed
ltl2dba_theta_pb_4_pe_.ltl	no	0.858097	budget_exhausted	no	0.982264	unsupported_or_failed
ltl2dba_theta_pb_500_pe_.ltl	no	0.068122	unsupported_or_failed	no	0.073345	unsupported_or_failed
ltl2dba_theta_pb_50_pe_.ltl	no	0.065129	unsupported_or_failed	no	0.067727	unsupported_or_failed
ltl2dba_theta_pb_5_pe_.ltl	no	0.859658	budget_exhausted	no	1.012511	budget_exhausted
ltl2dba_theta_pb_6_pe_.ltl	no	0.855202	budget_exhausted	no	1.006966	budget_exhausted
ltl2dba_theta_pb_7_pe_.ltl	no	0.855718	budget_exhausted	no	1.004641	budget_exhausted
ltl2dba_theta_pb_8_pe_.ltl	no	0.853607	budget_exhausted	no	1.007950	budget_exhausted
ltl2dpa01.ltl	no	0.124105	unsupported_or_failed	no	0.122262	unsupported_or_failed
ltl2dpa02.ltl	no	0.066506	unsupported_or_failed	no	0.063310	unsupported_or_failed
ltl2dpa03.ltl	no	0.874892	budget_exhausted	no	1.016753	budget_exhausted
ltl2dpa04.ltl	no	0.065600	unsupported_or_failed	no	0.063451	unsupported_or_failed
ltl2dpa05.ltl	no	0.066476	unsupported_or_failed	no	0.061759	unsupported_or_failed
ltl2dpa06.ltl	no	0.062758	unsupported_or_failed	no	0.062828	unsupported_or_failed
ltl2dpa07.ltl	no	0.067654	unsupported_or_failed	no	0.064387	unsupported_or_failed
ltl2dpa08.ltl	no	0.064876	unsupported_or_failed	no	0.063807	unsupported_or_failed
ltl2dpa09.ltl	no	0.066775	unsupported_or_failed	no	0.072930	unsupported_or_failed
ltl2dpa10.ltl	no	0.589116	unsupported_or_failed	no	0.585879	unsupported_or_failed
ltl2dpa11.ltl	no	0.064099	unsupported_or_failed	no	0.071163	unsupported_or_failed
ltl2dpa12.ltl	no	0.856650	budget_exhausted	no	0.973414	unsupported_or_failed
ltl2dpa13.ltl	no	0.866378	budget_exhausted	no	1.019675	budget_exhausted
ltl2dpa14.ltl	no	0.136334	unsupported_or_failed	no	0.136947	unsupported_or_failed
ltl2dpa15.ltl	no	0.070630	unsupported_or_failed	no	0.068836	unsupported_or_failed
ltl2dpa16.ltl	no	0.064159	unsupported_or_failed	no	0.064248	unsupported_or_failed
ltl2dpa17.ltl	no	0.072883	unsupported_or_failed	no	0.070430	unsupported_or_failed
ltl2dpa18.ltl	no	0.076619	unsupported_or_failed	no	0.079800	unsupported_or_failed
ltl2dpa19.ltl	no	0.863406	budget_exhausted	no	1.022118	budget_exhausted
ltl2dpa20.ltl	no	0.078735	unsupported_or_failed	no	0.081621	unsupported_or_failed
ltl2dpa22.ltl	no	0.856989	budget_exhausted	no	1.008968	budget_exhausted
ltl2dpa23.ltl	no	0.065157	unsupported_or_failed	no	0.070565	unsupported_or_failed
ltl2dpa24.ltl	no	0.071599	unsupported_or_failed	no	0.070068	unsupported_or_failed
mux_pb_100_pe_.ltl	yes	0.150233		yes	0.149960	
mux_pb_10_pe_.ltl	yes	0.069346		yes	0.072666	
mux_pb_125_pe_.ltl	yes	0.166503		yes	0.170891	
mux_pb_12_pe_.ltl	yes	0.071668		yes	0.071642	
mux_pb_132_pe_.ltl	yes	0.220973		yes	0.220723	
mux_pb_150_pe_.ltl	yes	0.238429		yes	0.241412	
mux_pb_16_pe_.ltl	yes	0.079611		yes	0.074112	
mux_pb_175_pe_.ltl	yes	0.266006		yes	0.260068	
mux_pb_200_pe_.ltl	yes	0.310244		yes	0.305668	
mux_pb_32_pe_.ltl	yes	0.088774		yes	0.082771	
mux_pb_64_pe_.ltl	yes	0.114753		yes	0.116113	
mux_pb_8_pe_.ltl	yes	0.070504		yes	0.088699	
narylatch_pb_10_pe_.ltl	no	0.856664	budget_exhausted	no	1.007125	budget_exhausted
narylatch_pb_11_pe_.ltl	no	0.857119	budget_exhausted	no	1.007784	budget_exhausted
narylatch_pb_12_pe_.ltl	no	0.858870	budget_exhausted	no	1.008893	budget_exhausted
narylatch_pb_16_pe_.ltl	no	0.858615	budget_exhausted	no	1.008653	budget_exhausted
narylatch_pb_32_pe_.ltl	no	0.856401	budget_exhausted	no	1.008863	budget_exhausted
narylatch_pb_64_pe_.ltl	no	0.857313	budget_exhausted	no	1.007983	budget_exhausted
narylatch_pb_8_pe_.ltl	no	0.853482	budget_exhausted	no	1.003715	budget_exhausted
ordered-visits-choice-real.ltl	no	0.066648	unsupported_or_failed	no	0.065342	unsupported_or_failed
ordered-visits-real.ltl	no	0.064677	unsupported_or_failed	no	0.070551	unsupported_or_failed
package-delivery-real.ltl	no	0.117105	unsupported_or_failed	no	0.117691	unsupported_or_failed
patrolling-alarm0.ltl	no	0.076680	unsupported_or_failed	no	0.065540	unsupported_or_failed
patrolling-alarm1.ltl	no	0.069862	unsupported_or_failed	no	0.065576	unsupported_or_failed
patrolling-alarm10.ltl	no	0.073298	unsupported_or_failed	no	0.077301	unsupported_or_failed
patrolling-alarm11.ltl	no	0.075991	unsupported_or_failed	no	0.082955	unsupported_or_failed
patrolling-alarm12.ltl	no	0.076569	unsupported_or_failed	no	0.077374	unsupported_or_failed
patrolling-alarm13.ltl	no	0.077302	unsupported_or_failed	no	0.077118	unsupported_or_failed
patrolling-alarm14.ltl	no	0.081078	unsupported_or_failed	no	0.075972	unsupported_or_failed
patrolling-alarm15.ltl	no	0.081217	unsupported_or_failed	no	0.083734	unsupported_or_failed
patrolling-alarm16.ltl	no	0.092299	unsupported_or_failed	no	0.081352	unsupported_or_failed
patrolling-alarm17.ltl	no	0.082650	unsupported_or_failed	no	0.084772	unsupported_or_failed
patrolling-alarm18.ltl	no	0.084329	unsupported_or_failed	no	0.084670	unsupported_or_failed
patrolling-alarm19.ltl	no	0.089274	unsupported_or_failed	no	0.081598	unsupported_or_failed
patrolling-alarm2.ltl	no	0.066469	unsupported_or_failed	no	0.070361	unsupported_or_failed
patrolling-alarm20.ltl	no	0.084450	unsupported_or_failed	no	0.082787	unsupported_or_failed
patrolling-alarm21.ltl	no	0.087545	unsupported_or_failed	no	0.086539	unsupported_or_failed
patrolling-alarm22.ltl	no	0.084235	unsupported_or_failed	no	0.086756	unsupported_or_failed
patrolling-alarm23.ltl	no	0.089630	unsupported_or_failed	no	0.088108	unsupported_or_failed
patrolling-alarm24.ltl	no	0.087722	unsupported_or_failed	no	0.086805	unsupported_or_failed
patrolling-alarm25.ltl	no	0.087269	unsupported_or_failed	no	0.088373	unsupported_or_failed
patrolling-alarm26.ltl	no	0.092470	unsupported_or_failed	no	0.085671	unsupported_or_failed
patrolling-alarm3.ltl	no	0.069045	unsupported_or_failed	no	0.071200	unsupported_or_failed
patrolling-alarm4.ltl	no	0.069179	unsupported_or_failed	no	0.070836	unsupported_or_failed
patrolling-alarm5.ltl	no	0.072191	unsupported_or_failed	no	0.074831	unsupported_or_failed
patrolling-alarm6.ltl	no	0.073320	unsupported_or_failed	no	0.072339	unsupported_or_failed
patrolling-alarm7.ltl	no	0.078045	unsupported_or_failed	no	0.073777	unsupported_or_failed
patrolling-alarm8.ltl	no	0.075651	unsupported_or_failed	no	0.074701	unsupported_or_failed
patrolling-alarm9.ltl	no	0.077057	unsupported_or_failed	no	0.071843	unsupported_or_failed
patrolling0.ltl	no	0.068788	unsupported_or_failed	no	0.066579	unsupported_or_failed
patrolling1.ltl	no	0.070559	unsupported_or_failed	no	0.067202	unsupported_or_failed
patrolling10.ltl	no	0.077222	unsupported_or_failed	no	0.075621	unsupported_or_failed
patrolling11.ltl	no	0.075576	unsupported_or_failed	no	0.074140	unsupported_or_failed
patrolling12.ltl	no	0.076644	unsupported_or_failed	no	0.080488	unsupported_or_failed
patrolling13.ltl	no	0.079314	unsupported_or_failed	no	0.079402	unsupported_or_failed
patrolling14.ltl	no	0.081473	unsupported_or_failed	no	0.081002	unsupported_or_failed
patrolling15.ltl	no	0.082133	unsupported_or_failed	no	0.077479	unsupported_or_failed
patrolling16.ltl	no	0.085054	unsupported_or_failed	no	0.082644	unsupported_or_failed
patrolling17.ltl	no	0.082747	unsupported_or_failed	no	0.088439	unsupported_or_failed
patrolling18.ltl	no	0.082017	unsupported_or_failed	no	0.080922	unsupported_or_failed
patrolling19.ltl	no	0.084823	unsupported_or_failed	no	0.085906	unsupported_or_failed
patrolling2.ltl	no	0.068257	unsupported_or_failed	no	0.067779	unsupported_or_failed
patrolling20.ltl	no	0.086816	unsupported_or_failed	no	0.084024	unsupported_or_failed
patrolling21.ltl	no	0.083730	unsupported_or_failed	no	0.090086	unsupported_or_failed
patrolling22.ltl	no	0.084611	unsupported_or_failed	no	0.088077	unsupported_or_failed
patrolling23.ltl	no	0.092760	unsupported_or_failed	no	0.085790	unsupported_or_failed
patrolling24.ltl	no	0.086151	unsupported_or_failed	no	0.093875	unsupported_or_failed
patrolling25.ltl	no	0.087734	unsupported_or_failed	no	0.086459	unsupported_or_failed
patrolling3.ltl	no	0.073759	unsupported_or_failed	no	0.069794	unsupported_or_failed
patrolling4.ltl	no	0.069880	unsupported_or_failed	no	0.074131	unsupported_or_failed
patrolling5.ltl	no	0.069728	unsupported_or_failed	no	0.069185	unsupported_or_failed
patrolling6.ltl	no	0.077230	unsupported_or_failed	no	0.071256	unsupported_or_failed
patrolling7.ltl	no	0.076864	unsupported_or_failed	no	0.072165	unsupported_or_failed
patrolling8.ltl	no	0.071580	unsupported_or_failed	no	0.072392	unsupported_or_failed
patrolling9.ltl	no	0.071915	unsupported_or_failed	no	0.073230	unsupported_or_failed
precise-reachability-real.ltl	no	0.066515	unsupported_or_failed	no	0.065152	unsupported_or_failed
precise-reachability0.ltl	no	0.065399	unsupported_or_failed	no	0.064859	unsupported_or_failed
prioritized_arbiter_enc_pb_10_pe_.ltl	yes	0.089954		yes	0.088491	
prioritized_arbiter_enc_pb_12_pe_.ltl	yes	0.091576		yes	0.088746	
prioritized_arbiter_enc_pb_13_pe_.ltl	yes	0.094672		yes	0.089765	
prioritized_arbiter_enc_pb_14_pe_.ltl	yes	0.092480		yes	0.096620	
prioritized_arbiter_enc_pb_15_pe_.ltl	yes	0.091031		yes	0.094408	
prioritized_arbiter_enc_pb_8_pe_.ltl	yes	0.079691		yes	0.075994	
prioritized_arbiter_pb_10_pe_.ltl	yes	0.077246		yes	0.079387	
prioritized_arbiter_pb_12_pe_.ltl	yes	0.080855		yes	0.084661	
prioritized_arbiter_pb_1_pe_.ltl	yes	0.067356		yes	0.065738	
prioritized_arbiter_pb_2_pe_.ltl	yes	0.067150		yes	0.069988	
prioritized_arbiter_pb_3_pe_.ltl	yes	0.071427		yes	0.068610	
prioritized_arbiter_pb_4_pe_.ltl	yes	0.068984		yes	0.069090	
prioritized_arbiter_pb_5_pe_.ltl	yes	0.071394		yes	0.068852	
prioritized_arbiter_pb_6_pe_.ltl	yes	0.070772		yes	0.071291	
prioritized_arbiter_pb_7_pe_.ltl	yes	0.075058		yes	0.073235	
prioritized_arbiter_pb_8_pe_.ltl	yes	0.072471		yes	0.072783	
prioritized_arbiter_pb_9_pe_.ltl	yes	0.079198		yes	0.074136	
prioritized_arbiter_unreal1_pb_2_10_pe_.ltl	no	0.859074	budget_exhausted	no	1.010631	budget_exhausted
prioritized_arbiter_unreal1_pb_2_11_pe_.ltl	no	0.862141	budget_exhausted	no	1.016092	budget_exhausted
prioritized_arbiter_unreal1_pb_2_12_pe_.ltl	no	0.858996	budget_exhausted	no	1.010636	budget_exhausted
prioritized_arbiter_unreal1_pb_2_13_pe_.ltl	no	0.859082	budget_exhausted	no	1.008547	budget_exhausted
prioritized_arbiter_unreal1_pb_2_14_pe_.ltl	no	0.856333	budget_exhausted	no	1.009379	budget_exhausted
prioritized_arbiter_unreal1_pb_2_15_pe_.ltl	no	0.856117	budget_exhausted	no	1.008706	budget_exhausted
prioritized_arbiter_unreal1_pb_2_16_pe_.ltl	no	0.857678	budget_exhausted	no	1.005842	budget_exhausted
prioritized_arbiter_unreal1_pb_2_1_pe_.ltl	yes	0.071517		yes	0.069240	
prioritized_arbiter_unreal1_pb_2_2_pe_.ltl	yes	0.068584		yes	0.074837	
prioritized_arbiter_unreal1_pb_2_3_pe_.ltl	yes	0.068213		yes	0.067722	
prioritized_arbiter_unreal1_pb_2_4_pe_.ltl	yes	0.071389		yes	0.071780	
prioritized_arbiter_unreal1_pb_2_5_pe_.ltl	yes	0.071098		yes	0.073028	
prioritized_arbiter_unreal1_pb_2_6_pe_.ltl	yes	0.076677		yes	0.079224	
prioritized_arbiter_unreal1_pb_2_7_pe_.ltl	yes	0.096558		yes	0.095999	
prioritized_arbiter_unreal1_pb_2_8_pe_.ltl	yes	0.158475		yes	0.151866	
prioritized_arbiter_unreal1_pb_2_9_pe_.ltl	yes	0.384571		yes	0.385591	
prioritized_arbiter_unreal1_pb_3_10_pe_.ltl	no	0.859074	budget_exhausted	no	1.010901	budget_exhausted
prioritized_arbiter_unreal1_pb_3_11_pe_.ltl	no	0.862694	budget_exhausted	no	1.013909	budget_exhausted
prioritized_arbiter_unreal1_pb_3_12_pe_.ltl	no	0.859202	budget_exhausted	no	1.011084	budget_exhausted
prioritized_arbiter_unreal1_pb_3_13_pe_.ltl	no	0.858826	budget_exhausted	no	1.008199	budget_exhausted
prioritized_arbiter_unreal1_pb_3_14_pe_.ltl	no	0.856788	budget_exhausted	no	1.007725	budget_exhausted
prioritized_arbiter_unreal1_pb_3_15_pe_.ltl	no	0.856959	budget_exhausted	no	1.007817	budget_exhausted
prioritized_arbiter_unreal1_pb_3_16_pe_.ltl	no	0.855648	budget_exhausted	no	1.008661	budget_exhausted
prioritized_arbiter_unreal1_pb_3_1_pe_.ltl	yes	0.067781		yes	0.069592	
prioritized_arbiter_unreal1_pb_3_2_pe_.ltl	yes	0.071646		yes	0.071213	
prioritized_arbiter_unreal1_pb_3_3_pe_.ltl	yes	0.075434		yes	0.070174	
prioritized_arbiter_unreal1_pb_3_4_pe_.ltl	yes	0.075562		yes	0.071877	
prioritized_arbiter_unreal1_pb_3_5_pe_.ltl	yes	0.085986		yes	0.082061	
prioritized_arbiter_unreal1_pb_3_6_pe_.ltl	yes	0.097628		yes	0.102628	
prioritized_arbiter_unreal1_pb_3_7_pe_.ltl	yes	0.151754		yes	0.152393	
prioritized_arbiter_unreal1_pb_3_8_pe_.ltl	yes	0.310878		yes	0.320145	
prioritized_arbiter_unreal1_pb_3_9_pe_.ltl	no	0.854619	budget_exhausted	no	1.004984	budget_exhausted
prioritized_arbiter_unreal1_pb_4_10_pe_.ltl	no	0.859352	budget_exhausted	no	1.009581	budget_exhausted
prioritized_arbiter_unreal1_pb_4_11_pe_.ltl	no	0.866842	budget_exhausted	no	1.014296	budget_exhausted
prioritized_arbiter_unreal1_pb_4_12_pe_.ltl	no	0.859522	budget_exhausted	no	1.010852	budget_exhausted
prioritized_arbiter_unreal1_pb_4_13_pe_.ltl	no	0.858008	budget_exhausted	no	1.008922	budget_exhausted
prioritized_arbiter_unreal1_pb_4_14_pe_.ltl	no	0.857420	budget_exhausted	no	1.007840	budget_exhausted
prioritized_arbiter_unreal1_pb_4_15_pe_.ltl	no	0.855896	budget_exhausted	no	1.007838	budget_exhausted
prioritized_arbiter_unreal1_pb_4_16_pe_.ltl	no	0.855194	budget_exhausted	no	1.005843	budget_exhausted
prioritized_arbiter_unreal1_pb_4_1_pe_.ltl	yes	0.076065		yes	0.074951	
prioritized_arbiter_unreal1_pb_4_2_pe_.ltl	yes	0.075315		yes	0.081837	
prioritized_arbiter_unreal1_pb_4_3_pe_.ltl	yes	0.078846		yes	0.076576	
prioritized_arbiter_unreal1_pb_4_4_pe_.ltl	yes	0.084528		yes	0.083969	
prioritized_arbiter_unreal1_pb_4_5_pe_.ltl	yes	0.093864		yes	0.096450	
prioritized_arbiter_unreal1_pb_4_6_pe_.ltl	yes	0.127416		yes	0.129339	
prioritized_arbiter_unreal1_pb_4_7_pe_.ltl	yes	0.228762		yes	0.232789	
prioritized_arbiter_unreal1_pb_4_8_pe_.ltl	yes	0.558843		yes	0.585746	
prioritized_arbiter_unreal1_pb_4_9_pe_.ltl	no	0.857823	budget_exhausted	no	1.011236	budget_exhausted
prioritized_arbiter_unreal1_pb_5_16_pe_.ltl	no	0.859700	budget_exhausted	no	1.009697	budget_exhausted
prioritized_arbiter_unreal1_pb_5_2_pe_.ltl	yes	0.085902		yes	0.082613	
prioritized_arbiter_unreal1_pb_5_32_pe_.ltl	no	0.856194	budget_exhausted	no	1.006257	budget_exhausted
prioritized_arbiter_unreal1_pb_5_4_pe_.ltl	yes	0.092472		yes	0.092653	
prioritized_arbiter_unreal1_pb_6_16_pe_.ltl	no	0.857340	budget_exhausted	no	1.005867	budget_exhausted
prioritized_arbiter_unreal1_pb_6_2_pe_.ltl	yes	0.079091		yes	0.080759	
prioritized_arbiter_unreal1_pb_6_32_pe_.ltl	no	0.857254	budget_exhausted	no	1.006393	budget_exhausted
prioritized_arbiter_unreal1_pb_6_4_pe_.ltl	yes	0.108946		yes	0.101014	
prioritized_arbiter_unreal2_pb_100_pe_.ltl	no	0.854351	budget_exhausted	no	1.003158	budget_exhausted
prioritized_arbiter_unreal2_pb_10_pe_.ltl	yes	0.186263		yes	0.131179	
prioritized_arbiter_unreal2_pb_2_pe_.ltl	yes	0.072535		yes	0.073263	
prioritized_arbiter_unreal2_pb_30_pe_.ltl	no	0.857231	budget_exhausted	no	1.011486	budget_exhausted
prioritized_arbiter_unreal2_pb_3_pe_.ltl	yes	0.070927		yes	0.072991	
prioritized_arbiter_unreal2_pb_4_pe_.ltl	yes	0.072878		yes	0.075796	
prioritized_arbiter_unreal2_pb_5_pe_.ltl	yes	0.084787		yes	0.081393	
prioritized_arbiter_unreal2_pb_60_pe_.ltl	no	0.854512	budget_exhausted	no	1.004165	budget_exhausted
prioritized_arbiter_unreal2_pb_6_pe_.ltl	yes	0.087927		yes	0.088072	
prioritized_arbiter_unreal2_pb_7_pe_.ltl	yes	0.095953		yes	0.094623	
prioritized_arbiter_unreal2_pb_8_pe_.ltl	yes	0.103813		yes	0.101862	
reversible-lane-r-real.ltl	no	0.068923	unsupported_or_failed	no	0.071891	unsupported_or_failed
reversible-lane-u-unreal.ltl	no	0.070197	unsupported_or_failed	no	0.070858	unsupported_or_failed
reversible-lane-u0.ltl	no	0.068472	unsupported_or_failed	no	0.072510	unsupported_or_failed
