id	admitted_17	elapsed_17_s	reason_17	admitted_60	elapsed_60_s	reason_60
gf-unreal21.ltl	no	0.070229	unsupported_or_failed	no	0.071939	unsupported_or_failed
gf-unreal22.ltl	no	0.075757	unsupported_or_failed	no	0.072072	unsupported_or_failed
gf-unreal23.ltl	no	0.113038	unsupported_or_failed	no	0.086134	unsupported_or_failed
gf-unreal24.ltl	no	0.076119	unsupported_or_failed	no	0.073449	unsupported_or_failed
gf-unreal25.ltl	no	0.073675	unsupported_or_failed	no	0.069415	unsupported_or_failed
gf-unreal26.ltl	no	0.070234	unsupported_or_failed	no	0.072161	unsupported_or_failed
gf-unreal27.ltl	no	0.071315	unsupported_or_failed	no	0.072875	unsupported_or_failed
gf-unreal28.ltl	no	0.073910	unsupported_or_failed	no	0.072360	unsupported_or_failed
gf-unreal29.ltl	no	0.072047	unsupported_or_failed	no	0.074439	unsupported_or_failed
gf-unreal3.ltl	no	0.067979	unsupported_or_failed	no	0.069687	unsupported_or_failed
gf-unreal30.ltl	no	0.073784	unsupported_or_failed	no	0.069362	unsupported_or_failed
gf-unreal31.ltl	no	0.072023	unsupported_or_failed	no	0.074557	unsupported_or_failed
gf-unreal32.ltl	no	0.073919	unsupported_or_failed	no	0.072920	unsupported_or_failed
gf-unreal33.ltl	no	0.072992	unsupported_or_failed	no	0.075003	unsupported_or_failed
gf-unreal34.ltl	no	0.072674	unsupported_or_failed	no	0.072051	unsupported_or_failed
gf-unreal35.ltl	no	0.073744	unsupported_or_failed	no	0.073724	unsupported_or_failed
gf-unreal36.ltl	no	0.071344	unsupported_or_failed	no	0.076716	unsupported_or_failed
gf-unreal37.ltl	no	0.072250	unsupported_or_failed	no	0.071968	unsupported_or_failed
gf-unreal38.ltl	no	0.072335	unsupported_or_failed	no	0.077360	unsupported_or_failed
gf-unreal39.ltl	no	0.073275	unsupported_or_failed	no	0.072921	unsupported_or_failed
gf-unreal4.ltl	no	0.069345	unsupported_or_failed	no	0.063920	unsupported_or_failed
gf-unreal40.ltl	no	0.073894	unsupported_or_failed	no	0.072511	unsupported_or_failed
gf-unreal41.ltl	no	0.074786	unsupported_or_failed	no	0.077532	unsupported_or_failed
gf-unreal42.ltl	no	0.074059	unsupported_or_failed	no	0.075145	unsupported_or_failed
gf-unreal43.ltl	no	0.080898	unsupported_or_failed	no	0.076142	unsupported_or_failed
gf-unreal44.ltl	no	0.074364	unsupported_or_failed	no	0.074636	unsupported_or_failed
gf-unreal45.ltl	no	0.078645	unsupported_or_failed	no	0.072095	unsupported_or_failed
gf-unreal46.ltl	no	0.074805	unsupported_or_failed	no	0.081259	unsupported_or_failed
gf-unreal47.ltl	no	0.071793	unsupported_or_failed	no	0.080406	unsupported_or_failed
gf-unreal5.ltl	no	0.069365	unsupported_or_failed	no	0.066508	unsupported_or_failed
gf-unreal6.ltl	no	0.065063	unsupported_or_failed	no	0.065850	unsupported_or_failed
gf-unreal7.ltl	no	0.069027	unsupported_or_failed	no	0.066914	unsupported_or_failed
gf-unreal8.ltl	no	0.068930	unsupported_or_failed	no	0.073479	unsupported_or_failed
gf-unreal9.ltl	no	0.067853	unsupported_or_failed	no	0.069402	unsupported_or_failed
heim-buechi-real.ltl	no	0.069479	unsupported_or_failed	no	0.069515	unsupported_or_failed
heim-double-x-real.ltl	no	0.075304	unsupported_or_failed	no	0.073102	unsupported_or_failed
heim-double-x0.ltl	no	0.071199	unsupported_or_failed	no	0.065858	unsupported_or_failed
heim-double-x1.ltl	no	0.076652	unsupported_or_failed	no	0.075932	unsupported_or_failed
heim-double-x10.ltl	no	0.070603	unsupported_or_failed	no	0.068233	unsupported_or_failed
heim-double-x11.ltl	no	0.075113	unsupported_or_failed	no	0.068002	unsupported_or_failed
heim-double-x12.ltl	no	0.070400	unsupported_or_failed	no	0.076484	unsupported_or_failed
heim-double-x13.ltl	no	0.070857	unsupported_or_failed	no	0.068307	unsupported_or_failed
heim-double-x2.ltl	no	0.074398	unsupported_or_failed	no	0.080972	unsupported_or_failed
heim-double-x3.ltl	no	0.105333	unsupported_or_failed	no	0.081832	unsupported_or_failed
heim-double-x4.ltl	no	0.071223	unsupported_or_failed	no	0.067527	unsupported_or_failed
heim-double-x5.ltl	no	0.067965	unsupported_or_failed	no	0.072846	unsupported_or_failed
heim-double-x6.ltl	no	0.067081	unsupported_or_failed	no	0.072168	unsupported_or_failed
heim-double-x7.ltl	no	0.067917	unsupported_or_failed	no	0.067909	unsupported_or_failed
heim-double-x8.ltl	no	0.071313	unsupported_or_failed	no	0.068171	unsupported_or_failed
heim-double-x9.ltl	no	0.069747	unsupported_or_failed	no	0.071519	unsupported_or_failed
heim-fig7-unreal.ltl	no	0.067253	unsupported_or_failed	no	0.067235	unsupported_or_failed
helipad-contradict0.ltl	no	0.073368	unsupported_or_failed	no	0.075426	unsupported_or_failed
helipad-contradict1.ltl	no	0.084921	unsupported_or_failed	no	0.074945	unsupported_or_failed
helipad-real.ltl	no	0.076496	unsupported_or_failed	no	0.076106	unsupported_or_failed
infinite-race-real.ltl	no	0.067753	unsupported_or_failed	no	0.066323	unsupported_or_failed
infinite-race-u0.ltl	no	0.064316	unsupported_or_failed	no	0.064947	unsupported_or_failed
infinite-race-u1.ltl	no	0.068772	unsupported_or_failed	no	0.064413	unsupported_or_failed
infinite-race-u10.ltl	no	0.080056	unsupported_or_failed	no	0.083129	unsupported_or_failed
infinite-race-u11.ltl	no	0.082732	unsupported_or_failed	no	0.088563	unsupported_or_failed
infinite-race-u12.ltl	no	0.082102	unsupported_or_failed	no	0.081871	unsupported_or_failed
infinite-race-u13.ltl	no	0.083191	unsupported_or_failed	no	0.086063	unsupported_or_failed
infinite-race-u14.ltl	no	0.086011	unsupported_or_failed	no	0.086792	unsupported_or_failed
infinite-race-u15.ltl	no	0.082479	unsupported_or_failed	no	0.092019	unsupported_or_failed
infinite-race-u16.ltl	no	0.089363	unsupported_or_failed	no	0.090767	unsupported_or_failed
infinite-race-u17.ltl	no	0.096456	unsupported_or_failed	no	0.091613	unsupported_or_failed
infinite-race-u18.ltl	no	0.093662	unsupported_or_failed	no	0.094877	unsupported_or_failed
infinite-race-u19.ltl	no	0.099604	unsupported_or_failed	no	0.097973	unsupported_or_failed
infinite-race-u2.ltl	no	0.067769	unsupported_or_failed	no	0.070046	unsupported_or_failed
infinite-race-u20.ltl	no	0.095271	unsupported_or_failed	no	0.097969	unsupported_or_failed
infinite-race-u21.ltl	no	0.097082	unsupported_or_failed	no	0.103965	unsupported_or_failed
infinite-race-u22.ltl	no	0.098935	unsupported_or_failed	no	0.097445	unsupported_or_failed
infinite-race-u23.ltl	no	0.103068	unsupported_or_failed	no	0.096922	unsupported_or_failed
infinite-race-u24.ltl	no	0.104683	unsupported_or_failed	no	0.098334	unsupported_or_failed
infinite-race-u25.ltl	no	0.104770	unsupported_or_failed	no	0.099220	unsupported_or_failed
infinite-race-u3.ltl	no	0.074663	unsupported_or_failed	no	0.068171	unsupported_or_failed
infinite-race-u4.ltl	no	0.071690	unsupported_or_failed	no	0.077983	unsupported_or_failed
infinite-race-u5.ltl	no	0.142260	unsupported_or_failed	no	0.086110	unsupported_or_failed
infinite-race-u6.ltl	no	0.071566	unsupported_or_failed	no	0.077002	unsupported_or_failed
infinite-race-u7.ltl	no	0.074609	unsupported_or_failed	no	0.079959	unsupported_or_failed
infinite-race-u8.ltl	no	0.082700	unsupported_or_failed	no	0.076972	unsupported_or_failed
infinite-race-u9.ltl	no	0.078317	unsupported_or_failed	no	0.080324	unsupported_or_failed
infinite-race-unequal-1-real.ltl	no	0.072001	unsupported_or_failed	no	0.067805	unsupported_or_failed
infinite-race-unequal-10.ltl	no	0.070187	unsupported_or_failed	no	0.066715	unsupported_or_failed
infinite-race-unequal-20.ltl	no	0.065284	unsupported_or_failed	no	0.064925	unsupported_or_failed
infinite-race-unequal-21.ltl	no	0.070796	unsupported_or_failed	no	0.068583	unsupported_or_failed
infinite-race-unequal-22.ltl	no	0.078687	unsupported_or_failed	no	0.074325	unsupported_or_failed
infinite-race-unequal-23.ltl	no	0.074843	unsupported_or_failed	no	0.072932	unsupported_or_failed
infinite-race-unequal-24.ltl	no	0.086023	unsupported_or_failed	no	0.082916	unsupported_or_failed
infinite-race-unequal-25.ltl	no	0.091136	unsupported_or_failed	no	0.096725	unsupported_or_failed
infinite-race-unequal-26.ltl	no	0.099988	unsupported_or_failed	no	0.093678	unsupported_or_failed
items_processing-real.ltl	no	0.084667	unsupported_or_failed	no	0.086277	unsupported_or_failed
jarvis_gideon_a02758ea.ltl	yes	0.079560		yes	0.086068	
jarvis_philippe_484face8.ltl	no	0.859239	budget_exhausted	no	1.011138	budget_exhausted
lazy_shades_problem_d6376bf9.ltl	no	0.858903	budget_exhausted	no	1.011417	budget_exhausted
lift_gr1+_pb_2_pe_.ltl	no	0.856352	budget_exhausted	no	1.006840	budget_exhausted
lift_gr1+_pb_3_pe_.ltl	no	0.854530	budget_exhausted	no	1.007699	budget_exhausted
lift_gr1+_pb_6_pe_.ltl	no	0.854265	budget_exhausted	no	1.004533	budget_exhausted
lift_gr1+_pb_7_pe_.ltl	no	0.854021	budget_exhausted	no	1.006732	budget_exhausted
lift_gr1+_pb_8_pe_.ltl	no	0.854228	budget_exhausted	no	1.003798	budget_exhausted
lift_gr1+_pb_9_pe_.ltl	no	0.854529	budget_exhausted	no	1.005233	budget_exhausted
lift_gr1_pb_10_pe_.ltl	no	0.855163	budget_exhausted	no	1.006135	budget_exhausted
lift_gr1_pb_2_pe_.ltl	no	0.110945	unsupported_or_failed	no	0.113352	unsupported_or_failed
lift_gr1_pb_3_pe_.ltl	no	0.854905	budget_exhausted	no	1.005800	budget_exhausted
lift_gr1_pb_7_pe_.ltl	no	0.864980	budget_exhausted	no	1.017456	budget_exhausted
lift_gr1_pb_8_pe_.ltl	no	0.857089	budget_exhausted	no	1.011395	budget_exhausted
lift_gr1_pb_9_pe_.ltl	no	0.855875	budget_exhausted	no	1.005337	budget_exhausted
lift_pb_10_pe_.ltl	yes	0.563257		yes	0.410947	
lift_pb_2_pe_.ltl	yes	0.074567		yes	0.072753	
lift_pb_3_pe_.ltl	yes	0.079936		yes	0.078217	
lift_pb_4_pe_.ltl	yes	0.080719		yes	0.087603	
lift_pb_5_pe_.ltl	yes	0.098443		yes	0.094101	
lift_pb_6_pe_.ltl	yes	0.105824		yes	0.109415	
lift_pb_7_pe_.ltl	yes	0.120772		yes	0.120295	
lift_pb_8_pe_.ltl	yes	0.138111		yes	0.139879	
lift_pb_9_pe_.ltl	yes	0.251827		yes	0.245820	
lift_unary_enc_pb_2_pe_.ltl	yes	0.073892		yes	0.072661	
lift_unary_enc_pb_3_pe_.ltl	yes	0.076708		yes	0.080500	
lift_unary_enc_pb_4_pe_.ltl	yes	0.086986		yes	0.091090	
lift_unary_enc_pb_5_pe_.ltl	yes	0.121783		yes	0.122745	
lift_unary_enc_pb_6_pe_.ltl	yes	0.248045		yes	0.253180	
lift_unary_enc_pb_7_pe_.ltl	yes	0.776564		yes	0.773713	
lift_wrong_physics_unreal_pb_10_pe_.ltl	yes	0.493112		yes	0.420121	
lift_wrong_physics_unreal_pb_2_pe_.ltl	yes	0.072762		yes	0.074449	
lift_wrong_physics_unreal_pb_3_pe_.ltl	yes	0.083108		yes	0.081903	
lift_wrong_physics_unreal_pb_4_pe_.ltl	yes	0.087526		yes	0.088614	
lift_wrong_physics_unreal_pb_5_pe_.ltl	yes	0.099149		yes	0.101571	
lift_wrong_physics_unreal_pb_6_pe_.ltl	yes	0.115417		yes	0.110611	
lift_wrong_physics_unreal_pb_7_pe_.ltl	yes	0.119598		yes	0.123649	
lift_wrong_physics_unreal_pb_8_pe_.ltl	yes	0.145191		yes	0.145196	
lift_wrong_physics_unreal_pb_9_pe_.ltl	yes	0.254288		yes	0.256070	
lilydemo01.ltl	yes	0.066464		yes	0.067147	
lilydemo02.ltl	yes	0.066108		yes	0.067757	
lilydemo03.ltl	yes	0.068788		yes	0.064831	
lilydemo04.ltl	yes	0.066837		yes	0.068145	
lilydemo04_modified.ltl	yes	0.064922		yes	0.067507	
lilydemo05.ltl	yes	0.065749		yes	0.068118	
lilydemo06.ltl	yes	0.066565		yes	0.069153	
lilydemo07.ltl	yes	0.066963		yes	0.065623	
lilydemo08.ltl	yes	0.061670		yes	0.066362	
lilydemo09.ltl	yes	0.064762		yes	0.069714	
lilydemo10.ltl	yes	0.097870		yes	0.071865	
lilydemo11.ltl	no	0.088142	unsupported_or_failed	no	0.065339	unsupported_or_failed
lilydemo12.ltl	yes	0.070088		yes	0.070763	
lilydemo13.ltl	yes	0.070689		yes	0.066240	
lilydemo14.ltl	no	0.065332	unsupported_or_failed	no	0.067456	unsupported_or_failed
lilydemo15.ltl	yes	0.066993		yes	0.067903	
lilydemo16.ltl	yes	0.067628		yes	0.067630	
lilydemo17.ltl	no	0.066461	unsupported_or_failed	no	0.068230	unsupported_or_failed
lilydemo18.ltl	no	0.066405	unsupported_or_failed	no	0.068763	unsupported_or_failed
lilydemo19.ltl	yes	0.064778		yes	0.068523	
lilydemo20.ltl	yes	0.069403		yes	0.071419	
lilydemo21.ltl	yes	0.070268		yes	0.073147	
lilydemo22.ltl	yes	0.066204		yes	0.073471	
lilydemo23.ltl	yes	0.065678		yes	0.065063	
load_balancer_pb_10_pe_.ltl	yes	0.082208		yes	0.087487	
load_balancer_pb_11_pe_.ltl	yes	0.088126		yes	0.084170	
load_balancer_pb_2_pe_.ltl	yes	0.073437		yes	0.067616	
load_balancer_pb_3_pe_.ltl	yes	0.073462		yes	0.071167	
load_balancer_pb_4_pe_.ltl	yes	0.071986		yes	0.076262	
load_balancer_pb_5_pe_.ltl	yes	0.077549		yes	0.071104	
load_balancer_pb_6_pe_.ltl	yes	0.073398		yes	0.071237	
load_balancer_pb_7_pe_.ltl	yes	0.074220		yes	0.075697	
load_balancer_pb_8_pe_.ltl	yes	0.079564		yes	0.081531	
load_balancer_pb_9_pe_.ltl	yes	0.078569		yes	0.080568	
load_balancer_unreal1_pb_2_10_pe_.ltl	no	0.861005	budget_exhausted	no	1.010282	budget_exhausted
load_balancer_unreal1_pb_2_11_pe_.ltl	no	0.861132	budget_exhausted	no	1.013276	budget_exhausted
load_balancer_unreal1_pb_2_12_pe_.ltl	no	0.859540	budget_exhausted	no	1.010939	budget_exhausted
load_balancer_unreal1_pb_2_13_pe_.ltl	no	0.859273	budget_exhausted	no	1.009427	budget_exhausted
load_balancer_unreal1_pb_2_14_pe_.ltl	no	0.857739	budget_exhausted	no	1.008507	budget_exhausted
load_balancer_unreal1_pb_2_15_pe_.ltl	no	0.858074	budget_exhausted	no	1.008524	budget_exhausted
load_balancer_unreal1_pb_2_16_pe_.ltl	no	0.855517	budget_exhausted	no	1.006202	budget_exhausted
load_balancer_unreal1_pb_2_1_pe_.ltl	yes	0.065605		yes	0.068985	
load_balancer_unreal1_pb_2_2_pe_.ltl	yes	0.068124		yes	0.070597	
load_balancer_unreal1_pb_2_3_pe_.ltl	yes	0.069456		yes	0.071463	
load_balancer_unreal1_pb_2_4_pe_.ltl	yes	0.070457		yes	0.070367	
load_balancer_unreal1_pb_2_5_pe_.ltl	yes	0.071336		yes	0.069848	
load_balancer_unreal1_pb_2_6_pe_.ltl	yes	0.076748		yes	0.080763	
load_balancer_unreal1_pb_2_7_pe_.ltl	yes	0.092694		yes	0.094132	
load_balancer_unreal1_pb_2_8_pe_.ltl	yes	0.148533		yes	0.201405	
load_balancer_unreal1_pb_2_9_pe_.ltl	yes	0.382307		yes	0.383752	
load_balancer_unreal1_pb_3_10_pe_.ltl	no	0.859888	budget_exhausted	no	1.011844	budget_exhausted
load_balancer_unreal1_pb_3_11_pe_.ltl	no	0.864394	budget_exhausted	no	1.014990	budget_exhausted
load_balancer_unreal1_pb_3_12_pe_.ltl	no	0.859971	budget_exhausted	no	1.051071	budget_exhausted
load_balancer_unreal1_pb_3_1_pe_.ltl	yes	0.132902		yes	0.195954	
load_balancer_unreal1_pb_3_2_pe_.ltl	yes	0.074630		yes	0.091822	
load_balancer_unreal1_pb_3_3_pe_.ltl	yes	0.072929		yes	0.072862	
load_balancer_unreal1_pb_3_4_pe_.ltl	yes	0.072276		yes	0.073050	
load_balancer_unreal1_pb_3_5_pe_.ltl	yes	0.082348		yes	0.083268	
load_balancer_unreal1_pb_3_6_pe_.ltl	yes	0.101638		yes	0.102325	
load_balancer_unreal1_pb_3_7_pe_.ltl	yes	0.149562		yes	0.149541	
load_balancer_unreal1_pb_3_8_pe_.ltl	yes	0.327048		yes	0.340924	
load_balancer_unreal1_pb_3_9_pe_.ltl	no	0.857336	budget_exhausted	no	1.004864	budget_exhausted
load_balancer_unreal1_pb_4_10_pe_.ltl	no	0.859810	budget_exhausted	no	1.011920	budget_exhausted
load_balancer_unreal1_pb_4_11_pe_.ltl	no	0.863165	budget_exhausted	no	1.015267	budget_exhausted
load_balancer_unreal1_pb_4_12_pe_.ltl	no	0.860233	budget_exhausted	no	1.011637	budget_exhausted
load_balancer_unreal1_pb_4_1_pe_.ltl	yes	0.070384		yes	0.071496	
load_balancer_unreal1_pb_4_2_pe_.ltl	yes	0.075512		yes	0.075123	
load_balancer_unreal1_pb_4_3_pe_.ltl	yes	0.078837		yes	0.076434	
load_balancer_unreal1_pb_4_4_pe_.ltl	yes	0.081656		yes	0.080015	
load_balancer_unreal1_pb_4_5_pe_.ltl	yes	0.095599		yes	0.094074	
load_balancer_unreal1_pb_4_6_pe_.ltl	yes	0.129747		yes	0.129525	
load_balancer_unreal1_pb_4_7_pe_.ltl	yes	0.233862		yes	0.221758	
load_balancer_unreal1_pb_4_8_pe_.ltl	yes	0.565553		yes	0.605125	
load_balancer_unreal1_pb_4_9_pe_.ltl	no	0.857096	budget_exhausted	no	1.005730	budget_exhausted
load_balancer_unreal1_pb_5_2_pe_.ltl	yes	0.082833		yes	0.079176	
load_balancer_unreal1_pb_5_3_pe_.ltl	yes	0.084258		yes	0.081414	
load_balancer_unreal1_pb_5_4_pe_.ltl	yes	0.089828		yes	0.095305	
load_balancer_unreal1_pb_5_5_pe_.ltl	yes	0.113674		yes	0.108677	
load_balancer_unreal1_pb_5_6_pe_.ltl	yes	0.169639		yes	0.172017	
load_balancer_unreal1_pb_5_7_pe_.ltl	yes	0.401150		yes	0.328905	
load_balancer_unreal1_pb_6_1_pe_.ltl	yes	0.077756		yes	0.078791	
load_balancer_unreal1_pb_6_2_pe_.ltl	yes	0.083364		yes	0.084586	
load_balancer_unreal1_pb_6_3_pe_.ltl	yes	0.094291		yes	0.086504	
load_balancer_unreal1_pb_6_4_pe_.ltl	yes	0.104505		yes	0.110540	
load_balancer_unreal1_pb_6_5_pe_.ltl	yes	0.134344		yes	0.138051	
load_balancer_unreal2_pb_2_pe_.ltl	yes	0.069553		yes	0.065911	
load_balancer_unreal2_pb_3_pe_.ltl	yes	0.073173		yes	0.069550	
load_balancer_unreal2_pb_4_pe_.ltl	yes	0.075585		yes	0.076392	
load_balancer_unreal2_pb_5_pe_.ltl	yes	0.077556		yes	0.080077	
load_balancer_unreal2_pb_6_pe_.ltl	yes	0.085585		yes	0.083955	
load_balancer_unreal2_pb_7_pe_.ltl	yes	0.093944		yes	0.094556	
load_balancer_unreal2_pb_8_pe_.ltl	yes	0.102801		yes	0.100240	
ltl2dba01.ltl	no	0.065787	unsupported_or_failed	no	0.060608	unsupported_or_failed
ltl2dba02.ltl	no	0.067800	unsupported_or_failed	no	0.068345	unsupported_or_failed
ltl2dba03.ltl	no	0.062150	unsupported_or_failed	no	0.063590	unsupported_or_failed
ltl2dba04.ltl	no	0.064084	unsupported_or_failed	no	0.066159	unsupported_or_failed
ltl2dba05.ltl	no	0.062314	unsupported_or_failed	no	0.063027	unsupported_or_failed
ltl2dba06.ltl	no	0.065228	unsupported_or_failed	no	0.065596	unsupported_or_failed
ltl2dba07.ltl	no	0.106898	unsupported_or_failed	no	0.112936	unsupported_or_failed
ltl2dba08.ltl	no	0.858886	budget_exhausted	no	0.950444	unsupported_or_failed
ltl2dba09.ltl	no	0.064284	unsupported_or_failed	no	0.066772	unsupported_or_failed
ltl2dba10.ltl	no	0.061949	unsupported_or_failed	no	0.063508	unsupported_or_failed
ltl2dba11.ltl	no	0.061207	unsupported_or_failed	no	0.060580	unsupported_or_failed
ltl2dba12.ltl	no	0.062290	unsupported_or_failed	no	0.061725	unsupported_or_failed
ltl2dba13.ltl	no	0.064705	unsupported_or_failed	no	0.065983	unsupported_or_failed
ltl2dba14.ltl	no	0.062132	unsupported_or_failed	no	0.063896	unsupported_or_failed
ltl2dba15.ltl	no	0.063282	unsupported_or_failed	no	0.062172	unsupported_or_failed
ltl2dba16.ltl	no	0.062968	unsupported_or_failed	no	0.064380	unsupported_or_failed
ltl2dba17.ltl	no	0.068248	unsupported_or_failed	no	0.067243	unsupported_or_failed
ltl2dba18.ltl	no	0.065123	unsupported_or_failed	no	0.064024	unsupported_or_failed
ltl2dba19.ltl	no	0.060927	unsupported_or_failed	no	0.060577	unsupported_or_failed
ltl2dba20.ltl	no	0.066303	unsupported_or_failed	no	0.066086	unsupported_or_failed
ltl2dba21.ltl	no	0.105698	unsupported_or_failed	no	0.108520	unsupported_or_failed
ltl2dba22.ltl	no	0.061816	unsupported_or_failed	no	0.059542	unsupported_or_failed
ltl2dba23.ltl	no	0.061706	unsupported_or_failed	no	0.060733	unsupported_or_failed
ltl2dba25.ltl	no	0.064944	unsupported_or_failed	no	0.066663	unsupported_or_failed
ltl2dba26.ltl	no	0.066272	unsupported_or_failed	no	0.069734	unsupported_or_failed
ltl2dba27.ltl	no	0.065289	unsupported_or_failed	no	0.065378	unsupported_or_failed
ltl2dba_C2_pb_100_pe_.ltl	no	0.065929	unsupported_or_failed	no	0.067842	unsupported_or_failed
ltl2dba_C2_pb_10_pe_.ltl	no	0.853599	budget_exhausted	no	1.003249	budget_exhausted
ltl2dba_C2_pb_12_pe_.ltl	no	0.853558	budget_exhausted	no	1.003407	budget_exhausted
ltl2dba_C2_pb_14_pe_.ltl	no	0.853194	budget_exhausted	no	1.002951	budget_exhausted
ltl2dba_C2_pb_16_pe_.ltl	no	0.853396	budget_exhausted	no	1.004053	budget_exhausted
ltl2dba_C2_pb_1_pe_.ltl	no	0.065843	unsupported_or_failed	no	0.066114	unsupported_or_failed
ltl2dba_C2_pb_25_pe_.ltl	no	0.855519	budget_exhausted	no	1.005597	budget_exhausted
ltl2dba_C2_pb_2_pe_.ltl	no	0.065198	unsupported_or_failed	no	0.124437	unsupported_or_failed
ltl2dba_C2_pb_3_pe_.ltl	no	0.082568	unsupported_or_failed	no	0.077421	unsupported_or_failed
ltl2dba_C2_pb_4_pe_.ltl	no	0.152497	unsupported_or_failed	no	0.161640	unsupported_or_failed
ltl2dba_C2_pb_50_pe_.ltl	no	0.064512	unsupported_or_failed	no	0.067293	unsupported_or_failed
ltl2dba_C2_pb_5_pe_.ltl	no	0.862536	budget_exhausted	no	0.873582	unsupported_or_failed
ltl2dba_C2_pb_60_pe_.ltl	no	0.068118	unsupported_or_failed	no	0.067583	unsupported_or_failed
ltl2dba_C2_pb_6_pe_.ltl	no	0.863397	budget_exhausted	no	1.016267	budget_exhausted
ltl2dba_C2_pb_70_pe_.ltl	no	0.065319	unsupported_or_failed	no	0.066541	unsupported_or_failed
ltl2dba_C2_pb_7_pe_.ltl	no	0.854953	budget_exhausted	no	1.008081	budget_exhausted
ltl2dba_C2_pb_80_pe_.ltl	no	0.069253	unsupported_or_failed	no	0.063224	unsupported_or_failed
ltl2dba_C2_pb_8_pe_.ltl	no	0.853790	budget_exhausted	no	1.004152	budget_exhausted
ltl2dba_C2_pb_9_pe_.ltl	no	0.855345	budget_exhausted	no	1.005315	budget_exhausted
ltl2dba_C2_unreal_pb_100_pe_.ltl	no	0.110663	unsupported_or_failed	no	0.111414	unsupported_or_failed
ltl2dba_C2_unreal_pb_10_pe_.ltl	no	0.852830	budget_exhausted	no	1.004155	budget_exhausted
ltl2dba_C2_unreal_pb_11_pe_.ltl	no	0.853917	budget_exhausted	no	1.004540	budget_exhausted
ltl2dba_C2_unreal_pb_12_pe_.ltl	no	0.854131	budget_exhausted	no	1.003571	budget_exhausted
ltl2dba_C2_unreal_pb_13_pe_.ltl	no	0.853513	budget_exhausted	no	1.004822	budget_exhausted
ltl2dba_C2_unreal_pb_14_pe_.ltl	no	0.853846	budget_exhausted	no	1.003597	budget_exhausted
ltl2dba_C2_unreal_pb_15_pe_.ltl	no	0.853672	budget_exhausted	no	1.004267	budget_exhausted
ltl2dba_C2_unreal_pb_16_pe_.ltl	no	0.853921	budget_exhausted	no	1.004348	budget_exhausted
ltl2dba_C2_unreal_pb_25_pe_.ltl	no	0.855330	budget_exhausted	no	1.006150	budget_exhausted
ltl2dba_C2_unreal_pb_2_pe_.ltl	no	0.069458	unsupported_or_failed	no	0.065274	unsupported_or_failed
ltl2dba_C2_unreal_pb_3_pe_.ltl	no	0.081301	unsupported_or_failed	no	0.082437	unsupported_or_failed
ltl2dba_C2_unreal_pb_4_pe_.ltl	no	0.164795	unsupported_or_failed	no	0.154810	unsupported_or_failed
ltl2dba_C2_unreal_pb_50_pe_.ltl	no	0.082912	unsupported_or_failed	no	0.123195	unsupported_or_failed
ltl2dba_C2_unreal_pb_5_pe_.ltl	no	0.862298	budget_exhausted	no	0.921599	unsupported_or_failed
ltl2dba_C2_unreal_pb_60_pe_.ltl	no	0.085539	unsupported_or_failed	no	0.081425	unsupported_or_failed
ltl2dba_C2_unreal_pb_6_pe_.ltl	no	0.859558	budget_exhausted	no	1.011822	budget_exhausted
ltl2dba_C2_unreal_pb_70_pe_.ltl	no	0.090747	unsupported_or_failed	no	0.090163	unsupported_or_failed
ltl2dba_C2_unreal_pb_7_pe_.ltl	no	0.855051	budget_exhausted	no	1.006518	budget_exhausted
ltl2dba_C2_unreal_pb_80_pe_.ltl	no	0.095709	unsupported_or_failed	no	0.099450	unsupported_or_failed
ltl2dba_C2_unreal_pb_8_pe_.ltl	no	0.854034	budget_exhausted	no	1.004174	budget_exhausted
ltl2dba_C2_unreal_pb_9_pe_.ltl	no	0.854873	budget_exhausted	no	1.005566	budget_exhausted
ltl2dba_E_pb_10_pe_.ltl	no	0.865640	budget_exhausted	no	1.018704	budget_exhausted
ltl2dba_E_pb_12_pe_.ltl	no	0.854644	budget_exhausted	no	1.004265	budget_exhausted
ltl2dba_E_pb_14_pe_.ltl	no	0.853565	budget_exhausted	no	1.004414	budget_exhausted
ltl2dba_E_pb_15_pe_.ltl	no	0.854353	budget_exhausted	no	1.005942	budget_exhausted
ltl2dba_E_pb_16_pe_.ltl	no	0.855828	budget_exhausted	no	1.005048	budget_exhausted
ltl2dba_E_pb_1_pe_.ltl	no	0.063357	unsupported_or_failed	no	0.060595	unsupported_or_failed
ltl2dba_E_pb_2_pe_.ltl	no	0.071910	unsupported_or_failed	no	0.066922	unsupported_or_failed
ltl2dba_E_pb_3_pe_.ltl	no	0.075732	unsupported_or_failed	no	0.065469	unsupported_or_failed
ltl2dba_E_pb_4_pe_.ltl	no	0.080798	unsupported_or_failed	no	0.084134	unsupported_or_failed
ltl2dba_E_pb_5_pe_.ltl	no	0.143892	unsupported_or_failed	no	0.145207	unsupported_or_failed
ltl2dba_E_pb_6_pe_.ltl	no	0.533160	unsupported_or_failed	no	0.527375	unsupported_or_failed
ltl2dba_E_pb_7_pe_.ltl	no	0.860241	budget_exhausted	no	1.010011	budget_exhausted
ltl2dba_E_pb_8_pe_.ltl	no	0.857786	budget_exhausted	no	1.005925	budget_exhausted
ltl2dba_E_pb_9_pe_.ltl	no	0.857541	budget_exhausted	no	1.006324	budget_exhausted
