instance,native_result,native_seconds,native_exit,converted_result,converted_seconds,converted_exit,comparison
01.tlsf,REALIZABLE,0.027,0,REALIZABLE,0.026,0,MATCH
02.tlsf,REALIZABLE,0.031,0,REALIZABLE,0.029,0,MATCH
03.tlsf,REALIZABLE,2.675,0,REALIZABLE,2.863,0,MATCH
05.tlsf,REALIZABLE,11.188,0,REALIZABLE,11.316,0,MATCH
06.tlsf,REALIZABLE,15.440,0,REALIZABLE,15.710,0,MATCH
07.tlsf,REALIZABLE,15.617,0,REALIZABLE,15.669,0,MATCH
08.tlsf,TIMEOUT,17.022,124,TIMEOUT,17.022,124,MATCH
09.tlsf,REALIZABLE,7.367,0,REALIZABLE,7.309,0,MATCH
10.tlsf,REALIZABLE,3.129,0,REALIZABLE,3.159,0,MATCH
11.tlsf,REALIZABLE,3.080,0,REALIZABLE,3.103,0,MATCH
12.tlsf,REALIZABLE,5.022,0,REALIZABLE,5.015,0,MATCH
13.tlsf,REALIZABLE,5.194,0,REALIZABLE,5.861,0,MATCH
ActionConverter.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.006,0,MATCH
AlarmMin_efe2feaf.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
Alarm_06e9cad4.tlsf,REALIZABLE,1.998,0,REALIZABLE,2.038,0,MATCH
Alarm_2d1010f8.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.007,0,MATCH
Alarm_68c86764.tlsf,REALIZABLE,1.965,0,REALIZABLE,1.985,0,MATCH
Alarm_70523fbe.tlsf,REALIZABLE,0.986,0,REALIZABLE,1.071,0,MATCH
Alarm_88c5c1c3.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.006,0,MATCH
Alarm_9cac58d3.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
Alarm_a5f99bc6.tlsf,TIMEOUT,17.029,124,TIMEOUT,17.028,124,MATCH
Alarm_f2774e0b.tlsf,REALIZABLE,1.033,0,REALIZABLE,0.984,0,MATCH
AllHeating_d6376bf9.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,MATCH
AllLights_06e9cad4.tlsf,TIMEOUT,17.038,124,TIMEOUT,17.038,124,MATCH
AllLights_2c5b09da.tlsf,TIMEOUT,17.044,124,UNREALIZABLE,16.562,1,CONVERTED_ONLY
AllLights_63831f8c.tlsf,TIMEOUT,17.027,124,TIMEOUT,17.040,124,MATCH
AllLights_aeb1d897.tlsf,TIMEOUT,17.055,124,TIMEOUT,17.055,124,MATCH
AllLights_b209ff21.tlsf,TIMEOUT,17.050,124,TIMEOUT,17.047,124,MATCH
AllLights_d6c5ac79.tlsf,TIMEOUT,17.048,124,TIMEOUT,17.041,124,MATCH
AllShades_66f450a4.tlsf,TIMEOUT,17.031,124,TIMEOUT,17.031,124,MATCH
Assumptions_a50cadd7.tlsf,UNREALIZABLE,0.008,1,UNREALIZABLE,0.006,1,MATCH
Automata.tlsf,REALIZABLE,0.035,0,REALIZABLE,0.037,0,MATCH
Automata16S.tlsf,TIMEOUT,17.050,124,TIMEOUT,17.050,124,MATCH
Automata32S.tlsf,TIMEOUT,17.034,124,TIMEOUT,17.049,124,MATCH
Button.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
CheckAlarmBroken1_1a2942e3.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
CheckAlarm_6bea956e.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckCoffeMachineBroken1_a5f99bc6.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.006,0,MATCH
CheckCoffeMachine_3461125b.tlsf,UNREALIZABLE,0.006,1,UNREALIZABLE,0.006,1,MATCH
CheckCoffeMachine_f3987563.tlsf,UNREALIZABLE,0.007,1,UNREALIZABLE,0.006,1,MATCH
CheckDoor_c2b9e44d.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckHeating_2418b67e.tlsf,UNREALIZABLE,0.006,1,UNREALIZABLE,0.006,1,MATCH
CheckHeating_3461125b.tlsf,UNREALIZABLE,0.006,1,UNREALIZABLE,0.006,1,MATCH
CheckLight_007df645.tlsf,UNREALIZABLE,0.006,1,UNREALIZABLE,0.007,1,MATCH
CheckLight_aeb1d897.tlsf,UNREALIZABLE,0.006,1,UNREALIZABLE,0.006,1,MATCH
CheckRoom_06e9cad4.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckRoom_2c5b09da.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckRoom_3916ec59.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckRoom_70523fbe.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckShades_1a2942e3.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckShades_3461125b.tlsf,UNREALIZABLE,0.006,1,UNREALIZABLE,0.005,1,MATCH
CheckShades_4d4ca5c4.tlsf,UNREALIZABLE,0.006,1,UNREALIZABLE,0.005,1,MATCH
CheckShades_aeb1d897.tlsf,UNREALIZABLE,0.006,1,UNREALIZABLE,0.006,1,MATCH
CheckTime_3916ec59.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckTime_4b5e6eaa.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckTime_54e1f7d2.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckTimer_54e1f7d2.tlsf,UNREALIZABLE,0.006,1,UNREALIZABLE,0.005,1,MATCH
CheckTimer_fa8592c8.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.006,1,MATCH
CheckWarnlightBroken1_70523fbe.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
CheckWarnlight_1cf58fc1.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckWarnlight_4b5a2bad.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckWarnlight_54e1f7d2.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckWarnlight_6bea956e.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
CheckWindows_54e1f7d2.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
Cockpitboard.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
Cockpitboard_efe2feaf.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.005,0,MATCH
CoffeMachine_974f4a68.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,MATCH
CoffeMachine_a50cadd7.tlsf,UNREALIZABLE,0.006,1,UNREALIZABLE,0.006,1,MATCH
CoffeeMin_88f351a6.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.005,0,MATCH
Coffee_06e9cad4.tlsf,REALIZABLE,0.014,0,REALIZABLE,0.014,0,MATCH
Coffee_235467da.tlsf,REALIZABLE,0.012,0,REALIZABLE,0.012,0,MATCH
Coffee_2c5b09da.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,MATCH
Coffee_6479ef9a.tlsf,REALIZABLE,0.015,0,REALIZABLE,0.015,0,MATCH
Coffee_d6376bf9.tlsf,REALIZABLE,0.013,0,REALIZABLE,0.013,0,MATCH
Coffee_efe2feaf.tlsf,REALIZABLE,0.012,0,REALIZABLE,0.012,0,MATCH
Coffee_f1477cc5.tlsf,UNREALIZABLE,0.010,1,UNREALIZABLE,0.010,1,MATCH
Core_4b5a2bad.tlsf,UNREALIZABLE,0.019,1,UNREALIZABLE,0.019,1,MATCH
Core_66f450a4.tlsf,UNREALIZABLE,0.007,1,UNREALIZABLE,0.006,1,MATCH
Core_fa4d4ce3.tlsf,UNREALIZABLE,0.014,1,UNREALIZABLE,0.014,1,MATCH
Core_solved_974f4a68.tlsf,REALIZABLE,0.041,0,REALIZABLE,0.040,0,MATCH
Demo1_06e9cad4.tlsf,TIMEOUT,17.045,124,TIMEOUT,17.046,124,MATCH
Demo1_2c5b09da.tlsf,TIMEOUT,17.048,124,TIMEOUT,17.047,124,MATCH
Demo1_63831f8c.tlsf,TIMEOUT,17.047,124,TIMEOUT,17.048,124,MATCH
Demo1_c2b9e44d.tlsf,TIMEOUT,17.046,124,TIMEOUT,17.045,124,MATCH
Demo1_d65ed84e.tlsf,TIMEOUT,17.046,124,TIMEOUT,17.046,124,MATCH
DeviceBehaviorChec_fa8592c8.tlsf,UNREALIZABLE,0.008,1,UNREALIZABLE,0.007,1,MATCH
Door_2d1010f8.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.007,0,MATCH
EnemeyModule.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
EscalatorBidirectional.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.007,0,MATCH
EscalatorBidirectionalInit.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.008,0,MATCH
EscalatorCounting.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.007,0,MATCH
EscalatorCountingInit.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.006,0,MATCH
EscalatorNonCounting.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
EscalatorNonReactive.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.004,0,MATCH
EscalatorSmart.tlsf,REALIZABLE,0.013,0,REALIZABLE,0.013,0,MATCH
Example1_d6376bf9.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.006,0,MATCH
F-G-contradiction-10.tlsf,UNREALIZABLE,0.052,1,UNREALIZABLE,0.052,1,MATCH
F-G-contradiction-11.tlsf,UNREALIZABLE,0.209,1,UNREALIZABLE,0.205,1,MATCH
F-G-contradiction-110.tlsf,TIMEOUT,17.106,124,TIMEOUT,17.104,124,MATCH
F-G-contradiction-111.tlsf,TIMEOUT,17.112,124,TIMEOUT,17.099,124,MATCH
F-G-contradiction-112.tlsf,TIMEOUT,17.035,124,TIMEOUT,17.034,124,MATCH
F-G-contradiction-113.tlsf,TIMEOUT,17.033,124,TIMEOUT,17.034,124,MATCH
F-G-contradiction-114.tlsf,TIMEOUT,17.054,124,TIMEOUT,17.054,124,MATCH
F-G-contradiction-12.tlsf,UNREALIZABLE,0.576,1,UNREALIZABLE,0.606,1,MATCH
F-G-contradiction-13.tlsf,UNREALIZABLE,0.987,1,UNREALIZABLE,1.088,1,MATCH
F-G-contradiction-14.tlsf,UNREALIZABLE,2.196,1,UNREALIZABLE,2.106,1,MATCH
F-G-contradiction-15.tlsf,UNREALIZABLE,2.412,1,UNREALIZABLE,2.428,1,MATCH
F-G-contradiction-16.tlsf,TIMEOUT,17.044,124,TIMEOUT,17.042,124,MATCH
F-G-contradiction-17.tlsf,TIMEOUT,17.061,124,TIMEOUT,17.060,124,MATCH
F-G-contradiction-18.tlsf,TIMEOUT,17.096,124,TIMEOUT,17.098,124,MATCH
F-G-contradiction-19.tlsf,TIMEOUT,17.101,124,TIMEOUT,17.100,124,MATCH
F-G-contradiction-2-unreal.tlsf,UNREALIZABLE,0.026,1,UNREALIZABLE,0.028,1,MATCH
FelixSpecFixed2.2.core_fa8592c8.tlsf,UNREALIZABLE,0.008,1,UNREALIZABLE,0.008,1,MATCH
FelixSpecFixed2_fa4d4ce3.tlsf,TIMEOUT,17.060,124,TIMEOUT,17.058,124,MATCH
FelixSpecFixed3.core_b209ff21.tlsf,UNREALIZABLE,0.047,1,UNREALIZABLE,0.047,1,MATCH
FelixSpecFixed3_b0840146.tlsf,TIMEOUT,17.059,124,TIMEOUT,17.057,124,MATCH
FelixSpecFixed4GuaranteesOnly_88f351a6.tlsf,UNREALIZABLE,0.007,1,UNREALIZABLE,0.006,1,MATCH
FelixSpecFixed4_3916ec59.tlsf,TIMEOUT,17.058,124,TIMEOUT,17.057,124,MATCH
FelixSpecFixed5_f82794da.tlsf,TIMEOUT,17.045,124,TIMEOUT,17.046,124,MATCH
FelixSpecFixed_2418b67e.tlsf,TIMEOUT,17.060,124,TIMEOUT,17.057,124,MATCH
Full_f1477cc5.tlsf,TIMEOUT,17.050,124,TIMEOUT,17.051,124,MATCH
GF-G-contradiction0.tlsf,UNREALIZABLE,0.030,1,UNREALIZABLE,0.031,1,MATCH
GF-G-contradiction1.tlsf,UNREALIZABLE,0.314,1,UNREALIZABLE,0.339,1,MATCH
GF-G-contradiction2.tlsf,UNREALIZABLE,1.591,1,UNREALIZABLE,1.539,1,MATCH
GF-G-contradiction3.tlsf,TIMEOUT,17.057,124,TIMEOUT,17.056,124,MATCH
GF-G-contradiction4.tlsf,TIMEOUT,17.058,124,TIMEOUT,17.057,124,MATCH
GF-G-contradiction5.tlsf,TIMEOUT,17.104,124,TIMEOUT,17.104,124,MATCH
GF-G-contradiction6.tlsf,TIMEOUT,17.043,124,TIMEOUT,17.044,124,MATCH
GF-G-contradiction7.tlsf,TIMEOUT,17.043,124,TIMEOUT,17.041,124,MATCH
Gamelogic.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,MATCH
GamemodeChooser.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.007,0,MATCH
Gamemodule.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.006,0,MATCH
HeatingMin_d6c5ac79.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
Heating_235467da.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.006,0,MATCH
Heating_974f4a68.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,MATCH
Heating_b02056d6.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.006,0,MATCH
Heating_b209ff21.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.006,0,MATCH
Increment.tlsf,REALIZABLE,0.004,0,REALIZABLE,0.005,0,MATCH
IntendDemo_42dc4fff.tlsf,UNREALIZABLE,0.027,1,UNREALIZABLE,0.028,1,MATCH
KitchenTimerV0.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
KitchenTimerV1.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.007,0,MATCH
KitchenTimerV10.tlsf,REALIZABLE,0.070,0,REALIZABLE,0.075,0,MATCH
KitchenTimerV2.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.008,0,MATCH
KitchenTimerV3.tlsf,REALIZABLE,0.015,0,REALIZABLE,0.016,0,MATCH
KitchenTimerV4.tlsf,REALIZABLE,0.018,0,REALIZABLE,0.018,0,MATCH
KitchenTimerV5.tlsf,REALIZABLE,0.034,0,REALIZABLE,0.035,0,MATCH
KitchenTimerV6.tlsf,REALIZABLE,0.068,0,REALIZABLE,0.066,0,MATCH
KitchenTimerV7.tlsf,REALIZABLE,0.062,0,REALIZABLE,0.063,0,MATCH
KitchenTimerV8.tlsf,REALIZABLE,0.065,0,REALIZABLE,0.065,0,MATCH
KitchenTimerV9.tlsf,REALIZABLE,0.810,0,REALIZABLE,0.829,0,MATCH
LampController_974f4a68.tlsf,REALIZABLE,0.011,0,REALIZABLE,0.011,0,MATCH
LedMatrix.tlsf,TIMEOUT,17.053,124,TIMEOUT,17.052,124,MATCH
Light_a50cadd7.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
Light_aeb1d897.tlsf,UNREALIZABLE,0.015,1,UNREALIZABLE,0.014,1,MATCH
Light_d65ed84e.tlsf,REALIZABLE,0.011,0,REALIZABLE,0.010,0,MATCH
Lights2Min_9cbf2546.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,MATCH
Lights2_06e9cad4.tlsf,REALIZABLE,0.240,0,REALIZABLE,0.263,0,MATCH
Lights2_0f5381e9.tlsf,REALIZABLE,0.250,0,REALIZABLE,0.239,0,MATCH
Lights2_2c5b09da.tlsf,REALIZABLE,0.034,0,REALIZABLE,0.033,0,MATCH
Lights2_9cac58d3.tlsf,REALIZABLE,0.280,0,REALIZABLE,0.312,0,MATCH
Lights2_b02056d6.tlsf,REALIZABLE,0.314,0,REALIZABLE,0.293,0,MATCH
Lights2_f1477cc5.tlsf,UNREALIZABLE,0.029,1,UNREALIZABLE,0.027,1,MATCH
Lights2_f3987563.tlsf,REALIZABLE,0.272,0,REALIZABLE,0.258,0,MATCH
Lights3Min_6479ef9a.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.007,0,MATCH
Lights3_06e9cad4.tlsf,REALIZABLE,0.019,0,REALIZABLE,0.019,0,MATCH
Lights3_235467da.tlsf,REALIZABLE,0.019,0,REALIZABLE,0.019,0,MATCH
Lights3_2c5b09da.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,MATCH
Lights3_3916ec59.tlsf,REALIZABLE,0.018,0,REALIZABLE,0.020,0,MATCH
Lights3_6bea956e.tlsf,REALIZABLE,0.020,0,REALIZABLE,0.019,0,MATCH
Lights3_f1477cc5.tlsf,REALIZABLE,0.019,0,REALIZABLE,0.020,0,MATCH
LightsMin_6bea956e.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.007,0,MATCH
LightsTotal_06e9cad4.tlsf,REALIZABLE,0.624,0,REALIZABLE,0.600,0,MATCH
LightsTotal_2c5b09da.tlsf,UNREALIZABLE,0.045,1,UNREALIZABLE,0.044,1,MATCH
LightsTotal_9cbf2546.tlsf,REALIZABLE,0.625,0,REALIZABLE,0.663,0,MATCH
LightsTotal_d65ed84e.tlsf,REALIZABLE,0.608,0,REALIZABLE,0.562,0,MATCH
Lights_06e9cad4.tlsf,REALIZABLE,0.021,0,REALIZABLE,0.021,0,MATCH
Lights_2c5b09da.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.007,0,MATCH
Lights_3461125b.tlsf,REALIZABLE,0.021,0,REALIZABLE,0.022,0,MATCH
Lights_9cac58d3.tlsf,REALIZABLE,0.023,0,REALIZABLE,0.023,0,MATCH
Lights_b0840146.tlsf,REALIZABLE,0.020,0,REALIZABLE,0.022,0,MATCH
Lights_f3987563.tlsf,REALIZABLE,0.021,0,REALIZABLE,0.021,0,MATCH
ModdifiedLedMatrix4X.tlsf,UNREALIZABLE,0.521,1,UNREALIZABLE,0.521,1,MATCH
ModdifiedLedMatrix5X.tlsf,REALIZABLE,0.268,0,REALIZABLE,0.275,0,MATCH
Morning2Min_6cbc6174.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.006,0,MATCH
Morning2_06e9cad4.tlsf,TIMEOUT,17.043,124,TIMEOUT,17.042,124,MATCH
Morning2_1cf58fc1.tlsf,UNREALIZABLE,8.349,1,UNREALIZABLE,9.118,1,MATCH
Morning2_2c5b09da.tlsf,TIMEOUT,17.067,124,TIMEOUT,17.065,124,MATCH
Morning2_407db2cc.tlsf,TIMEOUT,17.047,124,TIMEOUT,17.041,124,MATCH
Morning2_4d4ca5c4.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.007,0,MATCH
Morning2_63831f8c.tlsf,TIMEOUT,17.045,124,TIMEOUT,17.045,124,MATCH
Morning2_68c86764.tlsf,TIMEOUT,17.044,124,TIMEOUT,17.045,124,MATCH
Morning2_9cac58d3.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.007,0,MATCH
Morning2_d65ed84e.tlsf,TIMEOUT,17.037,124,TIMEOUT,17.047,124,MATCH
Morning2s_06cf2373.tlsf,TIMEOUT,17.041,124,TIMEOUT,17.042,124,MATCH
Morning2s_06e9cad4.tlsf,TIMEOUT,17.042,124,TIMEOUT,17.040,124,MATCH
Morning2s_2c5b09da.tlsf,TIMEOUT,17.059,124,TIMEOUT,17.071,124,MATCH
Morning2s_42dc4fff.tlsf,TIMEOUT,17.044,124,TIMEOUT,17.041,124,MATCH
Morning2s_9cbf2546.tlsf,TIMEOUT,17.041,124,TIMEOUT,17.043,124,MATCH
Morning2s_d6c5ac79.tlsf,TIMEOUT,17.044,124,TIMEOUT,17.046,124,MATCH
MorningMin_d6c5ac79.tlsf,REALIZABLE,0.051,0,REALIZABLE,0.051,0,MATCH
Morning_14a3b3a2.tlsf,UNREALIZABLE,12.295,1,UNREALIZABLE,11.807,1,MATCH
Morning_4b5e6eaa.tlsf,UNREALIZABLE,11.832,1,UNREALIZABLE,11.556,1,MATCH
Morning_88c5c1c3.tlsf,TIMEOUT,17.055,124,TIMEOUT,17.056,124,MATCH
Morning_9cac58d3.tlsf,TIMEOUT,17.056,124,TIMEOUT,17.056,124,MATCH
Morning_c92eb242.tlsf,UNREALIZABLE,11.411,1,UNREALIZABLE,12.092,1,MATCH
Morning_f1477cc5.tlsf,UNREALIZABLE,11.367,1,UNREALIZABLE,11.436,1,MATCH
Morning_f2774e0b.tlsf,UNREALIZABLE,11.486,1,UNREALIZABLE,11.470,1,MATCH
MusicAppFeedback.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,MATCH
MusicAppMotivating.tlsf,REALIZABLE,0.009,0,REALIZABLE,0.009,0,MATCH
MusicAppSimple.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.006,0,MATCH
OneCounter.tlsf,REALIZABLE,2.604,0,REALIZABLE,2.789,0,MATCH
OneCounterGui.tlsf,UNREALIZABLE,0.010,1,UNREALIZABLE,0.009,1,MATCH
OneCounterGuiA1.tlsf,UNREALIZABLE,0.009,1,UNREALIZABLE,0.009,1,MATCH
OneCounterGuiA2.tlsf,UNREALIZABLE,0.013,1,UNREALIZABLE,0.015,1,MATCH
OneCounterGuiA3.tlsf,UNREALIZABLE,0.035,1,UNREALIZABLE,0.038,1,MATCH
OneCounterGuiA4.tlsf,UNREALIZABLE,0.038,1,UNREALIZABLE,0.041,1,MATCH
OneCounterGuiA5.tlsf,UNREALIZABLE,0.091,1,UNREALIZABLE,0.083,1,MATCH
OneCounterGuiA6.tlsf,UNREALIZABLE,0.318,1,UNREALIZABLE,0.295,1,MATCH
OneCounterGuiA7.tlsf,UNREALIZABLE,0.850,1,UNREALIZABLE,0.836,1,MATCH
OneCounterGuiA8.tlsf,UNREALIZABLE,3.106,1,UNREALIZABLE,3.275,1,MATCH
OneCounterInRange.tlsf,UNREALIZABLE,0.007,1,UNREALIZABLE,0.006,1,MATCH
OneCounterInRangeA1.tlsf,UNREALIZABLE,0.006,1,UNREALIZABLE,0.006,1,MATCH
OneCounterInRangeA2.tlsf,UNREALIZABLE,0.007,1,UNREALIZABLE,0.007,1,MATCH
OneCounterInRangeA3.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.007,0,MATCH
PlugController_fa4d4ce3.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,MATCH
Radarboard.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
RegManager.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
Room_a50cadd7.tlsf,UNREALIZABLE,0.005,1,UNREALIZABLE,0.005,1,MATCH
RotationCalculator.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.006,0,MATCH
SPI.tlsf,REALIZABLE,0.340,0,REALIZABLE,0.318,0,MATCH
SPIPureNext.tlsf,TIMEOUT,17.031,124,TIMEOUT,17.030,124,MATCH
SPIReadClk.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
SPIReadManag.tlsf,REALIZABLE,0.289,0,REALIZABLE,0.263,0,MATCH
SPIReadSdi.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.007,0,MATCH
SPIWriteClk.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
SPIWriteManag.tlsf,REALIZABLE,0.068,0,REALIZABLE,0.066,0,MATCH
SPIWriteSdi.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.007,0,MATCH
Scoreboard.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
Sensor.tlsf,REALIZABLE,0.143,0,REALIZABLE,0.158,0,MATCH
SensorInit.tlsf,REALIZABLE,0.116,0,REALIZABLE,0.117,0,MATCH
SensorPart.tlsf,REALIZABLE,0.028,0,REALIZABLE,0.027,0,MATCH
SensorRegister.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
SensorSelector.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.007,0,MATCH
SensorSubmodulChooser.tlsf,REALIZABLE,0.030,0,REALIZABLE,0.031,0,MATCH
Shades2Min_63831f8c.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.006,0,MATCH
Shades2_235467da.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.006,0,MATCH
Shades2_42dc4fff.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,MATCH
Shades2_70523fbe.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.007,0,MATCH
Shades2_a5f99bc6.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.007,0,MATCH
ShadesMin_aeb1d897.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.006,0,MATCH
Shades_6479ef9a.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.007,0,MATCH
Shades_974f4a68.tlsf,REALIZABLE,0.011,0,REALIZABLE,0.012,0,MATCH
Shades_9cac58d3.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.007,0,MATCH
Shades_a02758ea.tlsf,REALIZABLE,0.007,0,REALIZABLE,0.007,0,MATCH
SingleContoller_d65ed84e.tlsf,UNREALIZABLE,0.018,1,UNREALIZABLE,0.017,1,MATCH
SliderDefault.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.007,0,MATCH
SliderDelayed.tlsf,REALIZABLE,0.040,0,REALIZABLE,0.040,0,MATCH
SliderScored.tlsf,REALIZABLE,0.016,0,REALIZABLE,0.017,0,MATCH
System_b0840146.tlsf,UNREALIZABLE,0.007,1,UNREALIZABLE,0.006,1,MATCH
Time_a50cadd7.tlsf,UNREALIZABLE,0.006,1,UNREALIZABLE,0.005,1,MATCH
Timer_a50cadd7.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
TorcsAccelerating.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.006,0,MATCH
TorcsGearing.tlsf,REALIZABLE,0.005,0,REALIZABLE,0.005,0,MATCH
TorcsSimple.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.006,0,MATCH
TorcsSteeringImproved.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.008,0,MATCH
TorcsSteeringSimple.tlsf,REALIZABLE,0.006,0,REALIZABLE,0.006,0,MATCH
TorcsSteeringSmart.tlsf,REALIZABLE,0.008,0,REALIZABLE,0.007,0,MATCH
TwoCounters.tlsf,UNREALIZABLE,0.009,1,UNREALIZABLE,0.010,1,MATCH
TwoCounters2.tlsf,UNREALIZABLE,0.051,1,UNREALIZABLE,0.051,1,MATCH
TwoCounters3.tlsf,REALIZABLE,1.243,0,REALIZABLE,1.227,0,MATCH
TwoCounters4.tlsf,REALIZABLE,0.014,0,REALIZABLE,0.014,0,MATCH
TwoCounters5.tlsf,UNREALIZABLE,0.110,1,UNREALIZABLE,0.110,1,MATCH
TwoCountersDisButA0.tlsf,UNREALIZABLE,0.018,1,UNREALIZABLE,0.016,1,MATCH
TwoCountersDisButA1.tlsf,UNREALIZABLE,0.026,1,UNREALIZABLE,0.026,1,MATCH
TwoCountersDisButA2.tlsf,UNREALIZABLE,0.054,1,UNREALIZABLE,0.053,1,MATCH
TwoCountersDisButA3.tlsf,UNREALIZABLE,0.124,1,UNREALIZABLE,0.127,1,MATCH
TwoCountersDisButA4.tlsf,UNREALIZABLE,0.116,1,UNREALIZABLE,0.113,1,MATCH
