source	target	path	descent	paths	nodes	ratio	bdd_nodes
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	round_robin_arbiter_pb_6_pe_.ltl	unreal-formula	input	64	64	1.0	62750
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	round_robin_arbiter_pb_6_pe_.ltl	unreal-formula	output	4096	4096	1.0	62750
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	square5x51.ltl	real	input	1755	1458	1.2037037037037037	1018924
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	square5x51.ltl	real	output	2835	2538	1.1170212765957446	1018924
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	square5x51.ltl	unreal-formula	input	9	9	1.0	27319
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	square5x51.ltl	unreal-formula	output	47952	31088	1.5424601132269686	27319
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	tasks-unreal0.ltl	real	input	168	168	1.0	1070487
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	tasks-unreal0.ltl	real	output	3571	2449	1.4581461821151491	1070487
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	tasks-unreal0.ltl	unreal-formula	input	32	24	1.3333333333333333	168002
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	tasks-unreal0.ltl	unreal-formula	output	131072	97118	1.34961593113532	168002
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	thermostat-F-real.ltl	real	input	114	87	1.3103448275862069	25072
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	thermostat-F-real.ltl	real	output	114	87	1.3103448275862069	25072
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	thermostat-F-real.ltl	unreal-formula	input	2	2	1.0	39408
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	thermostat-F-real.ltl	unreal-formula	output	18688	13696	1.3644859813084111	39408
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	tmp_13cfc6f2.ltl	real	input	22	19	1.1578947368421053	47254
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	tmp_13cfc6f2.ltl	real	output	1594	558	2.85663082437276	47254
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	tmp_13cfc6f2.ltl	unreal-formula	input	35	13	2.6923076923076925	2427
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	tmp_13cfc6f2.ltl	unreal-formula	output	667	378	1.7645502645502646	2427
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	workstation_resupply_pb_3_pe_.ltl	real	input	8	8	1.0	18361
_bm-logs.alphabet-census-20260814/syntcomp25-fixpoint.csv	workstation_resupply_pb_3_pe_.ltl	real	output	5290	1748	3.026315789473684	18361
