instance	benefit_target	control_statuses	control_verdicts	control_solved_count	control_solved	treatment_statuses	treatment_verdicts	treatment_solved_count	treatment_solved	control_seconds	treatment_seconds	paired_delta_seconds	control_median_seconds	treatment_median_seconds	control_noise_seconds	lower_rounds_seconds	higher_rounds_seconds	faster_rounds	slower_rounds	control_scope_memory_peak_bytes	treatment_scope_memory_peak_bytes	paired_delta_scope_memory_peak_bytes	control_median_scope_memory_peak_bytes	treatment_median_scope_memory_peak_bytes	control_noise_scope_memory_peak_bytes	lower_rounds_scope_memory_peak_bytes	higher_rounds_scope_memory_peak_bytes	control_max_process_rss_bytes	treatment_max_process_rss_bytes	paired_delta_max_process_rss_bytes	control_median_max_process_rss_bytes	treatment_median_max_process_rss_bytes	control_noise_max_process_rss_bytes	lower_rounds_max_process_rss_bytes	higher_rounds_max_process_rss_bytes	correctness_fail	lost_verdict_rounds	new_failures	regression_threshold_seconds	regression_flag_seconds	validated_regression_seconds	regression_threshold_scope_memory_peak_bytes	regression_flag_scope_memory_peak_bytes	validated_regression_scope_memory_peak_bytes	regression_failures	regression_unresolved	flags	coverage_benefit	runtime_benefit	memory_benefit
load_balancer_unreal2_pb_5_pe_.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[12.350819235027302, 11.466708454012405, 11.271414251008537, 12.125103467027657, 12.271906842011958]	[12.126807173946872, 11.595037644030526, 11.703173424000852, 11.576820340997074, 12.21576367400121]	[-0.2240120610804297, 0.12832919001812115, 0.43175917299231514, -0.5482831260305829, -0.05614316801074892]	12.125103467027657	11.703173424000852	0.22571576799964532	3	2	[1, 4, 5]	[2, 3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[195317760, 195473408, 195346432, 195403776, 195440640]	[195219456, 195395584, 195108864, 195551232, 194994176]	[-98304, -77824, -237568, 147456, -446464]	195403776	195219456	57344	4	1	false	[]	[]	0.6062551733513829	false	false	unavailable	false	false	[]	[]	[]	false	false	false
ltl2dba_C2_unreal_pb_13_pe_.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.1177461560000665, 1.2700129059958272, 1.199718970048707, 1.2013201270019636, 1.1894627470173873]	[1.2676107719889842, 1.2154901790199801, 1.2595880859880708, 1.215318986971397, 1.1760641220025718]	[0.14986461598891765, -0.054522726975847036, 0.05986911593936384, 0.013998859969433397, -0.01339862501481548]	1.199718970048707	1.2154901790199801	0.010256223031319678	2	3	[2, 5]	[1, 3, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[97988608, 98095104, 98086912, 98009088, 98050048]	[98082816, 97964032, 97943552, 97980416, 97935360]	[94208, -131072, -143360, -28672, -114688]	98050048	97964032	40960	4	1	false	[]	[]	0.059985948502435354	false	false	unavailable	false	false	[]	[]	[]	false	false	false
ltl2dba_C2_unreal_pb_14_pe_.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[3.295936254959088, 3.2086504320031963, 3.293079619994387, 3.2120982449851, 3.017378789023496]	[3.0217489739879966, 3.2595921959728003, 3.238797981000971, 3.2026373940170743, 3.209675439982675]	[-0.27418728097109124, 0.050941763969603926, -0.05428163899341598, -0.009460850968025625, 0.1922966509591788]	3.2120982449851	3.209675439982675	0.08098137500928715	3	2	[1, 3, 4]	[2, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[184664064, 184606720, 184586240, 184573952, 184590336]	[184664064, 184610816, 184467456, 184524800, 184438784]	[0, 4096, -118784, -49152, -151552]	184590336	184524800	16384	3	1	false	[]	[]	0.160604912249255	false	false	unavailable	false	false	[]	[]	[]	false	false	false
ltl2dba_R_pb_7_pe_.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[6.517485918011516, 6.364776231988799, 6.386419371992815, 6.519502159033436, 6.511964594013989]	[6.635959343984723, 6.645853238005657, 6.607791109010577, 5.985468548955396, 6.363877598021645]	[0.11847342597320676, 0.2810770060168579, 0.22137173701776192, -0.5340336100780405, -0.14808699599234387]	6.511964594013989	6.607791109010577	0.0075375650194473565	2	3	[4, 5]	[1, 2, 3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[64598016, 57823232, 64618496, 64688128, 64454656]	[64610304, 64524288, 57827328, 64487424, 64692224]	[12288, 6701056, -6791168, -200704, 237568]	64598016	64524288	90112	2	3	false	[]	[]	0.32559822970069946	false	false	unavailable	false	false	[]	[]	[]	false	false	false
ltl2dba_theta_pb_14_pe_.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[13.441375861992128, 13.804797078017145, 13.318498392007314, 14.048400337982457, 14.049312675953843]	[12.974634411046281, 13.605774376017507, 13.605730968003627, 13.8274710480473, 13.244949546991847]	[-0.46674145094584674, -0.19902270199963823, 0.28723257599631324, -0.2209292899351567, -0.8043631289619952]	13.804797078017145	13.605730968003627	0.2445155979366973	4	1	[1, 2, 4, 5]	[3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[125349888, 125353984, 125349888, 125239296, 125362176]	[125480960, 125313024, 125349888, 125345792, 125534208]	[131072, -40960, 0, 106496, 172032]	125349888	125349888	4096	1	3	false	[]	[]	0.6902398539008573	false	false	unavailable	false	false	[]	[]	[]	false	false	false
ordered-visits-choice-real.ltl	true	"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]"	[]	0	0/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[17.0, 17.0, 17.0, 17.0, 17.0]	[0.02762877900386229, 0.03066094999667257, 0.021393990027718246, 0.026429654040839523, 0.023759139992762357]	[-16.972371220996138, -16.969339050003327, -16.97860600997228, -16.97357034595916, -16.976240860007238]	17.0	0.026429654040839523	0.0	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[22380544, 22523904, 22491136, 22585344, 22478848]	[19787776, 20303872, 20058112, 20099072, 20164608]	[-2592768, -2220032, -2433024, -2486272, -2314240]	22491136	20099072	32768	5	0	false	[]	[]	0.8500000000000001	false	false	unavailable	false	false	[]	[]	"[""changed round statuses""]"	false	false	false
patrolling-alarm17.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.4429537809919566, 0.4078686889843084, 0.4470978709869087, 0.42575925699202344, 0.4341050049988553]	[0.4543594800052233, 0.45819773903349414, 0.445059344987385, 0.47375352401286364, 0.44342447101371363]	[0.011405699013266712, 0.05032905004918575, -0.0020385259995236993, 0.0479942670208402, 0.009319466014858335]	0.4341050049988553	0.4543594800052233	0.008848775993101299	1	4	[3]	[1, 2, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[51650560, 51605504, 51601408, 51478528, 51564544]	[75231232, 74711040, 74432512, 76615680, 75370496]	[23580672, 23105536, 22831104, 25137152, 23805952]	51601408	75231232	36864	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling-alarm18.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.529312681988813, 0.4808564130216837, 0.49201536300824955, 0.4834706429974176, 0.4884506600210443]	[0.4795138179906644, 0.47008538397494704, 0.5040215059998445, 0.5132432369864546, 0.5421162750571966]	[-0.04979886399814859, -0.010771029046736658, 0.01200614299159497, 0.029772593989036977, 0.0536656150361523]	0.4884506600210443	0.5040215059998445	0.004980017023626715	2	3	[1, 2]	[3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[53362688, 53493760, 53510144, 53465088, 53579776]	[93216768, 91230208, 95543296, 93847552, 94121984]	[39854080, 37736448, 42033152, 40382464, 40542208]	53493760	93847552	28672	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling-alarm19.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.5218535790336318, 0.4817544330144301, 0.5655022099963389, 0.5126684660208412, 0.5340030380175449]	[0.514440102968365, 0.5491536700283177, 0.5505704099778086, 0.5664298089686781, 0.5549137230264023]	[-0.007413476065266877, 0.06739923701388761, -0.014931800018530339, 0.053761342947836965, 0.0209106850088574]	0.5218535790336318	0.5505704099778086	0.012149458983913064	2	3	[1, 3]	[2, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[55922688, 56135680, 56385536, 56221696, 56098816]	[94998528, 98254848, 95563776, 94535680, 95309824]	[39075840, 42119168, 39178240, 38313984, 39211008]	56135680	95309824	86016	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling-alarm20.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.5433652210049331, 0.5591590240364894, 0.5411115580354817, 0.5340870289946906, 0.5267648370354436]	[0.5614004420349374, 0.5422146950149909, 0.6092893079621717, 0.5952548939967528, 0.5506260470137931]	[0.018035221030004323, -0.01694432902149856, 0.06817774992669001, 0.06116786500206217, 0.023861209978349507]	0.5411115580354817	0.5614004420349374	0.007024529040791094	1	4	[2]	[1, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[59813888, 59924480, 59998208, 59850752, 59736064]	[102047744, 101359616, 102617088, 102137856, 101572608]	[42233856, 41435136, 42618880, 42287104, 41836544]	59850752	102047744	73728	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling-alarm21.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.6014082130277529, 0.6324667230364867, 0.5956775789964013, 0.5864087369991466, 0.6111465040012263]	[0.6274865290033631, 0.6094125579693355, 0.5985705120256171, 0.6464837509556673, 0.5943802819820121]	[0.026078315975610167, -0.02305416506715119, 0.002892933029215783, 0.060075013956520706, -0.016766222019214183]	0.6014082130277529	0.6094125579693355	0.00973829097347334	2	3	[2, 5]	[1, 3, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[63606784, 63508480, 63537152, 63643648, 63614976]	[109580288, 109764608, 106758144, 109727744, 109228032]	[45973504, 46256128, 43220992, 46084096, 45613056]	63606784	109580288	36864	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling-alarm22.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.6219500079751015, 0.6305853329831734, 0.6151913750218228, 0.595937215955928, 0.6743953470140696]	[0.6488143060123548, 0.6000965349958278, 0.6396302150096744, 0.6275932369753718, 0.6221267500077374]	[0.02686429803725332, -0.030488797987345606, 0.02443883998785168, 0.03165602101944387, -0.05226859700633213]	0.6219500079751015	0.6275932369753718	0.008635325008071959	2	3	[2, 5]	[1, 3, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[66842624, 66805760, 67039232, 66723840, 66961408]	[110317568, 110714880, 111292416, 112640000, 112156672]	[43474944, 43909120, 44253184, 45916160, 45195264]	66842624	111292416	118784	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling-alarm23.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.6700022190343589, 0.6832945950445719, 0.6964374599629082, 0.6575129179982468, 0.6475850230199285]	[0.7410561399883591, 0.692787165986374, 0.6621082869824022, 0.7293891069712117, 0.6776086219470017]	[0.0710539209540002, 0.009492570941802114, -0.03432917298050597, 0.07187618897296488, 0.03002359892707318]	0.6700022190343589	0.692787165986374	0.013292376010213047	1	4	[3]	[1, 2, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[70631424, 70762496, 70516736, 70606848, 70823936]	[124739584, 121221120, 119648256, 119394304, 117051392]	[54108160, 50458624, 49131520, 48787456, 46227456]	70631424	119648256	114688	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling-alarm24.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.7199090530048124, 0.7627265169867314, 0.7302661190042272, 0.7011152860359289, 0.7322763930424117]	[0.7457988160313107, 0.7362068350194022, 0.7036139289848506, 0.6787225910229608, 0.7113246740191244]	[0.025889763026498258, -0.026519681967329234, -0.026652190019376576, -0.022392695012968034, -0.020951719023287296]	0.7302661190042272	0.7113246740191244	0.010357065999414772	4	1	[2, 3, 4, 5]	[1]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[74829824, 74674176, 74711040, 74391552, 74919936]	[131633152, 129806336, 136224768, 126742528, 130744320]	[56803328, 55132160, 61513728, 52350976, 55824384]	74711040	130744320	118784	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling-alarm25.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.7342494070180692, 0.7833285439992324, 0.7830594329861924, 0.7398112789960578, 0.7376373070292175]	[0.7034564079949632, 0.7451812359504402, 0.7608491650316864, 0.7847557629575022, 0.742264645989053]	[-0.03079299902310595, -0.03814730804879218, -0.02221026795450598, 0.04494448396144435, 0.00462733895983547]	0.7398112789960578	0.7451812359504402	0.0055618719779886305	3	2	[1, 2, 3]	[4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[78569472, 78532608, 78692352, 78483456, 78745600]	[133599232, 133533696, 131325952, 131342336, 131686400]	[55029760, 55001088, 52633600, 52858880, 52940800]	78569472	131686400	86016	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling-alarm26.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.7801388960215263, 0.7950462309527211, 0.7996954369591549, 0.8285191649920307, 0.8095475659938529]	[0.7464351109811105, 0.8150095519958995, 0.8100523300236091, 0.7823230730136856, 0.7397819689940661]	[-0.03370378504041582, 0.01996332104317844, 0.010356893064454198, -0.046196091978345066, -0.0697655969997868]	0.7996954369591549	0.7823230730136856	0.00985212903469801	3	2	[1, 4, 5]	[2, 3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[83140608, 83062784, 82857984, 82731008, 83124224]	[141590528, 146083840, 144871424, 147566592, 143798272]	[58449920, 63021056, 62013440, 64835584, 60674048]	83062784	144871424	77824	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling17.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.42980711499694735, 0.4229806800140068, 0.4441945630242117, 0.4249243160011247, 0.4337694289861247]	[0.4145621759817004, 0.4240873139933683, 0.4598116219858639, 0.4449147109990008, 0.44959952298086137]	[-0.015244939015246928, 0.0011066339793615043, 0.01561705896165222, 0.019990394997876137, 0.01583009399473667]	0.42980711499694735	0.4449147109990008	0.004882798995822668	1	4	[1]	[2, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[51613696, 51597312, 51441664, 51486720, 51646464]	[72781824, 67043328, 79527936, 77725696, 77111296]	[21168128, 15446016, 28086272, 26238976, 25464832]	51597312	77111296	49152	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling18.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.48780024802545086, 0.4928394290036522, 0.5351259509916417, 0.49918296496616676, 0.4682193410117179]	[0.511886652035173, 0.5049924359773286, 0.5193397559924051, 0.49852521100547165, 0.5137526839971542]	[0.024086404009722173, 0.012153006973676383, -0.015786194999236614, -0.0006577539606951177, 0.04553334298543632]	0.4928394290036522	0.511886652035173	0.006343535962514579	2	3	[3, 4]	[1, 2, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[53215232, 53469184, 53452800, 53272576, 53485568]	[93028352, 90918912, 91779072, 91152384, 91791360]	[39813120, 37449728, 38326272, 37879808, 38305792]	53452800	91779072	32768	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling19.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.4901594590046443, 0.5251140259788372, 0.5209984999964945, 0.5073266020044684, 0.5003654100000858]	[0.5203708299668506, 0.5335656050010584, 0.5272411539917812, 0.5362085090018809, 0.4857536170165986]	[0.030211370962206274, 0.008451579022221267, 0.006242653995286673, 0.028881906997412443, -0.014611792983487248]	0.5073266020044684	0.5272411539917812	0.01367189799202606	1	4	[5]	[1, 2, 3, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[56262656, 56037376, 56340480, 56188928, 56090624]	[94756864, 94425088, 94691328, 95064064, 94281728]	[38494208, 38387712, 38350848, 38875136, 38191104]	56188928	94691328	98304	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
