instance	benefit_target	control_statuses	control_verdicts	control_solved_count	control_solved	treatment_statuses	treatment_verdicts	treatment_solved_count	treatment_solved	control_seconds	treatment_seconds	paired_delta_seconds	control_median_seconds	treatment_median_seconds	control_noise_seconds	lower_rounds_seconds	higher_rounds_seconds	faster_rounds	slower_rounds	control_scope_memory_peak_bytes	treatment_scope_memory_peak_bytes	paired_delta_scope_memory_peak_bytes	control_median_scope_memory_peak_bytes	treatment_median_scope_memory_peak_bytes	control_noise_scope_memory_peak_bytes	lower_rounds_scope_memory_peak_bytes	higher_rounds_scope_memory_peak_bytes	control_max_process_rss_bytes	treatment_max_process_rss_bytes	paired_delta_max_process_rss_bytes	control_median_max_process_rss_bytes	treatment_median_max_process_rss_bytes	control_noise_max_process_rss_bytes	lower_rounds_max_process_rss_bytes	higher_rounds_max_process_rss_bytes	correctness_fail	lost_verdict_rounds	new_failures	regression_threshold_seconds	regression_flag_seconds	validated_regression_seconds	regression_threshold_scope_memory_peak_bytes	regression_flag_scope_memory_peak_bytes	validated_regression_scope_memory_peak_bytes	regression_failures	regression_unresolved	flags	coverage_benefit	runtime_benefit	memory_benefit
arbiter_with_buffer_pb_5_pe_.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[0.9075937930028886, 0.9175923940492794, 0.9026022059842944, 0.9463772010058165, 0.9573782460065559]	[0.8309295190265402, 0.8908655110280961, 0.8915001259883866, 0.8240337870083749, 0.9134806329966523]	[-0.07666427397634834, -0.026726883021183312, -0.011102079995907843, -0.12234341399744153, -0.04389761300990358]	0.9175923940492794	0.8908655110280961	0.014990188064984977	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[55627776, 55468032, 55459840, 55545856, 55480320]	[55320576, 55414784, 55549952, 55615488, 55558144]	[-307200, -53248, 90112, 69632, 77824]	55480320	55549952	20480	2	3	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
buffer-storage-real.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[0.624309474020265, 0.6320810450124554, 0.644958188990131, 0.6749741709791124, 0.57356006099144]	[0.5988148599863052, 0.6444309949874878, 0.6170319200027734, 0.6397610689746216, 0.6107258679694496]	[-0.025494614033959806, 0.01234994997503236, -0.027926268987357616, -0.03521310200449079, 0.03716580697800964]	0.6320810450124554	0.6170319200027734	0.012877143977675587	3	2	[1, 3, 4]	[2, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[52023296, 51892224, 51916800, 51875840, 51945472]	[51851264, 51888128, 51896320, 51810304, 51806208]	[-172032, -4096, -20480, -65536, -139264]	51916800	51851264	28672	5	0	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
chain-simple-40-real.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[0.5719119900022633, 0.5576720850076526, 0.6036320420098491, 0.5893326390068978, 0.532260217005387]	[0.5772598969633691, 0.584784384991508, 0.5160845160135068, 0.5710591310053132, 0.5653031669789925]	[0.005347906961105764, 0.027112299983855337, -0.0875475259963423, -0.01827350800158456, 0.03304294997360557]	0.5719119900022633	0.5710591310053132	0.01742064900463447	2	3	[3, 4]	[1, 2, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[106311680, 106287104, 106119168, 106307584, 106225664]	[106213376, 106311680, 106311680, 106274816, 106213376]	[-98304, 24576, 192512, -32768, -12288]	106287104	106274816	24576	3	2	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
collector_v2_pb_11_pe_.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[0.31827953999163583, 0.33752852102043107, 0.3054051279905252, 0.31551303598098457, 0.321511022048071]	[0.32963644998380914, 0.3258145060390234, 0.328442700963933, 0.3197255569975823, 0.3183656969922595]	[0.011356909992173314, -0.011714014981407672, 0.023037572973407805, 0.004212521016597748, -0.003145325055811554]	0.31827953999163583	0.3258145060390234	0.0032314820564351976	2	3	[2, 5]	[1, 3, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[86016000, 86618112, 87744512, 88129536, 84475904]	[87191552, 85454848, 88203264, 76967936, 81371136]	[1175552, -1163264, 458752, -11161600, -3104768]	86618112	85454848	1126400	3	2	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
finding_nemo_pb_2_pe_.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[4.673495255992748, 4.86156164703425, 4.938660769024864, 5.011129461985547, 4.390935792995151]	[4.899832850962412, 4.692422976018861, 4.440061883011367, 4.720921174972318, 5.129913295968436]	[0.22633759496966377, -0.16913867101538926, -0.49859888601349667, -0.290208287013229, 0.7389775029732846]	4.86156164703425	4.720921174972318	0.1495678149512969	3	2	[2, 3, 4]	[1, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[101822464, 102146048, 102043648, 102924288, 102158336]	[102170624, 102023168, 101990400, 101138432, 102109184]	[348160, -122880, -53248, -1785856, -49152]	102146048	102023168	102400	4	1	false	[]	[]	0.24307808235171252	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-real-real.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[4.418157676002011, 4.378260755969677, 4.6700640469789505, 4.424636805022601, 4.324527456948999]	[2.685746516974177, 2.5056348600191996, 2.769008308008779, 2.752076892997138, 2.889041990041733]	[-1.7324111590278335, -1.8726258959504776, -1.9010557389701717, -1.6725599120254628, -1.4354854669072665]	4.418157676002011	2.752076892997138	0.03989692003233358	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[245182464, 245456896, 245465088, 245358592, 245362688]	[245248000, 245272576, 245403648, 245354496, 245362688]	[65536, -184320, -61440, -4096, 0]	245362688	245354496	94208	3	1	false	[]	[]	0.22090788380010054	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-112.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[6.685196155041922, 6.618959116982296, 6.884979879949242, 6.792320984008256, 6.636481713037938]	[6.45787412795471, 6.343660235987045, 7.224355593963992, 6.392266656039283, 6.635060548025649]	[-0.2273220270872116, -0.27529888099525124, 0.33937571401475, -0.40005432796897367, -0.0014211650122888386]	6.685196155041922	6.45787412795471	0.06623703805962577	4	1	[1, 2, 4, 5]	[3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[442253312, 449847296, 450240512, 453677056, 447139840]	[410529792, 392880128, 427634688, 418496512, 418971648]	[-31723520, -56967168, -22605824, -35180544, -28168192]	449847296	418496512	2707456	5	0	false	[]	[]	0.3342598077520961	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-113.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[7.55445207800949, 7.67604959604796, 7.769406603008974, 7.737410387024283, 7.545813623000868]	[7.247963479021564, 7.411692066001706, 8.082540667965077, 7.353807454986963, 7.377523171016946]	[-0.3064885989879258, -0.2643575300462544, 0.3131340649561025, -0.38360293203732, -0.16829045198392123]	7.67604959604796	7.377523171016946	0.09335700696101412	4	1	[1, 2, 4, 5]	[3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[514609152, 514568192, 514379776, 514617344, 514617344]	[475676672, 490315776, 505442304, 501751808, 475357184]	[-38932480, -24252416, -8937472, -12865536, -39260160]	514609152	490315776	8192	5	0	false	[]	[]	0.383802479802398	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-115.ltl	true	"[""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT""]"	[]	0	0/5	"[""UNREALIZABLE"", ""TIMEOUT"", ""UNREALIZABLE"", ""TIMEOUT"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	3	3/5	[17.0, 17.0, 17.0, 17.0, 17.0]	[16.946415383019485, 17.0, 16.762426553992555, 17.0, 16.606706881022546]	[-0.05358461698051542, 0.0, -0.23757344600744545, 0.0, -0.39329311897745356]	17.0	16.946415383019485	0.0	3	0	[1, 3, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[1287651328, ""unavailable"", 1275555840, ""unavailable"", 1285484544]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	false	[]	[]	0.8500000000000001	false	false	unavailable	false	false	[]	[]	"[""changed round statuses""]"	false	false	false
g-unreal-18.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.148427695967257, 1.1516697100014426, 1.1313306050142273, 1.2502410459564999, 1.140107145998627]	[1.0697841189685278, 1.197082335012965, 1.0780028030276299, 1.1344902179553173, 1.130545063992031]	[-0.07864357699872926, 0.04541262501152232, -0.05332780198659748, -0.11575082800118253, -0.009562082006596029]	1.148427695967257	1.130545063992031	0.008320549968630075	4	1	[1, 3, 4, 5]	[2]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[123367424, 123523072, 123527168, 123564032, 123568128]	[123465728, 123490304, 123412480, 123465728, 123502592]	[98304, -32768, -114688, -98304, -65536]	123527168	123465728	36864	4	1	false	[]	[]	0.057421384798362854	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-19.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[2.0303398559917696, 2.1372456069802865, 2.0862757190479897, 2.0174018170218915, 2.0624172399984673]	[1.9553489930112846, 1.97577259701211, 1.9525385070010088, 2.093881766020786, 2.0796621540212072]	[-0.07499086298048496, -0.16147300996817648, -0.13373721204698086, 0.07647994899889454, 0.017244914022739977]	2.0624172399984673	1.97577259701211	0.032077384006697685	3	2	[1, 2, 3]	[4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[194572288, 194527232, 194514944, 194531328, 194420736]	[194371584, 194416640, 194490368, 194543616, 194318336]	[-200704, -110592, -24576, 12288, -102400]	194527232	194416640	12288	4	1	false	[]	[]	0.10312086199992337	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-33.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.552859395975247, 0.5232900959672406, 0.5550679439911619, 0.5506243600393645, 0.5578950890339911]	[0.5667701360071078, 0.5668003580067307, 0.5448565559927374, 0.5814261109917425, 0.5875416820053943]	[0.013910740031860769, 0.043510262039490044, -0.01021138799842447, 0.030801750952377915, 0.029646592971403152]	0.552859395975247	0.5668003580067307	0.002235035935882479	1	4	[3]	[1, 2, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[48467968, 48463872, 48463872, 48463872, 48451584]	[70672384, 70696960, 70475776, 70651904, 70746112]	[22204416, 22233088, 22011904, 22188032, 22294528]	48463872	70672384	0	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-34.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.8764686470385641, 0.9414022149867378, 0.9493715820135549, 0.8848076020367444, 0.9442805179860443]	[0.8909714330220595, 0.9605263690464199, 0.9611343709984794, 0.8475122879608534, 0.9392584669985808]	[0.014502785983495414, 0.01912415405968204, 0.011762788984924555, -0.03729531407589093, -0.0050220509874634445]	0.9414022149867378	0.9392584669985808	0.007969367026817054	2	3	[4, 5]	[1, 2, 3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[45264896, 45031424, 45125632, 45182976, 45117440]	[98672640, 100671488, 101425152, 93933568, 100921344]	[53407744, 55640064, 56299520, 48750592, 55803904]	45125632	100671488	57344	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-36.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.1218968689790927, 1.1366542599862441, 1.158037315995898, 1.0831331700319424, 1.167119221005123]	[1.1967774010263383, 1.2280655700014904, 1.1025138109689578, 1.1334372690180317, 1.1450894360314123]	[0.07488053204724565, 0.09141131001524627, -0.055523505026940256, 0.05030409898608923, -0.022029784973710775]	1.1366542599862441	1.1450894360314123	0.021383056009653956	2	3	[3, 5]	[1, 2, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[104132608, 104108032, 104153088, 103936000, 104112128]	[130543616, 131067904, 128835584, 129622016, 129867776]	[26411008, 26959872, 24682496, 25686016, 25755648]	104112128	129867776	20480	0	5	false	[]	[]	0.05683271299931221	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-37.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.9227785469847731, 1.8885961989872158, 2.0032322769984603, 1.867424719966948, 1.995718559017405]	[1.9032580430503003, 1.8899802749510854, 1.8812935290043242, 1.8826073869713582, 1.9781882149982266]	[-0.0195205039344728, 0.001384075963869691, -0.12193874799413607, 0.015182667004410177, -0.0175303440191783]	1.9227785469847731	1.8899802749510854	0.0553538270178251	3	2	[1, 3, 5]	[2, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[112635904, 112635904, 112508928, 112451584, 112631808]	[208158720, 208166912, 207892480, 208252928, 208134144]	[95522816, 95531008, 95383552, 95801344, 95502336]	112631808	208158720	4096	0	5	false	[]	[]	0.09613892734923866	false	false	unavailable	false	false	[]	[]	[]	false	false	false
g-unreal-38.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[9.208143634954467, 9.540071410010569, 9.588033956009895, 9.080333236954175, 9.150409505004063]	[9.510347455972806, 8.747592550993431, 9.11620402598055, 9.63217334204819, 8.923242835036945]	[0.3022038210183382, -0.7924788590171374, -0.4718299300293438, 0.5518401050940156, -0.22716666996711865]	9.208143634954467	9.11620402598055	0.12781039800029248	3	2	[2, 3, 5]	[1, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[978812928, 979054592, 979107840, 978927616, 978980864]	[978776064, 979124224, 978997248, 978980864, 978931712]	[-36864, 69632, -110592, 53248, -49152]	978980864	978980864	73728	3	2	false	[]	[]	0.4604071817477234	false	false	unavailable	false	false	[]	[]	[]	false	false	false
heim-buechi-real.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[2.0931893329834566, 2.099783533019945, 2.0211790099856444, 2.013614588009659, 2.0146596639533527]	[2.101377215993125, 2.0543968160054646, 2.0782148990547284, 2.1131964480155148, 2.0338070779689588]	[0.00818788300966844, -0.04538671701448038, 0.05703588906908408, 0.09958186000585556, 0.019147414015606046]	2.0211790099856444	2.0782148990547284	0.007564421975985169	1	4	[2]	[1, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[191672320, 191627264, 191295488, 190144512, 192856064]	[182419456, 180523008, 185524224, 187539456, 183566336]	[-9252864, -11104256, -5771264, -2605056, -9289728]	191627264	183566336	331776	5	0	false	[]	[]	0.10105895049928222	false	false	unavailable	false	false	[]	[]	[]	false	false	false
heim-double-x-real.ltl	true	"[""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT"", ""TIMEOUT""]"	[]	0	0/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[17.0, 17.0, 17.0, 17.0, 17.0]	[0.4006179069983773, 0.3959645369905047, 0.42487986298510805, 0.3965244430000894, 0.4229690339998342]	[-16.599382093001623, -16.604035463009495, -16.575120137014892, -16.60347555699991, -16.577030966000166]	17.0	0.4006179069983773	0.0	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	[47804416, 47886336, 47771648, 47665152, 48250880]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	47804416	unavailable	unavailable	unavailable	false	[]	[]	0.8500000000000001	false	false	unavailable	false	false	[]	[]	"[""changed round statuses""]"	false	false	false
heim-double-x10.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[2.264822563971393, 2.3660196540295146, 2.2699880430009216, 2.4831262440420687, 2.2271753779496066]	[2.475895370997023, 2.3829911680077203, 2.3406720610219054, 2.42195949901361, 2.5693281819694676]	[0.21107280702563003, 0.01697151397820562, 0.07068401802098379, -0.061166745028458536, 0.3421528040198609]	2.2699880430009216	2.42195949901361	0.04281266505131498	1	4	[4]	[1, 2, 3, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[123031552, 122892288, 122687488, 122970112, 122839040]	[122691584, 123060224, 122933248, 122966016, 122908672]	[-339968, 167936, 245760, -4096, 69632]	122892288	122933248	77824	2	3	false	[]	[]	0.11349940215004609	true	true	unavailable	false	false	"[""slowdown — validated""]"	[]	"[""slowdown — validated""]"	false	false	false
